"time","B1.Q","B1.Tdel","B1.xvapin","S1.Cp_p[1]","S1.Cp_p[2]","S1.Cp_p[3]","S1.Cp_pc[1,1]","S1.Cp_pc[1,2]","S1.Cp_pc[1,3]","S1.Cp_pc[2,1]","S1.Cp_pc[2,2]","S1.Cp_pc[2,3]","S1.Cp_pc[3,1]","S1.Cp_pc[3,2]","S1.Cp_pc[3,3]","S1.Cpres_p[1]","S1.Cpres_p[2]","S1.Cpres_p[3]","S1.F_p[1]","S1.F_p[2]","S1.F_p[3]","S1.F_pc[1,1]","S1.F_pc[1,2]","S1.F_pc[1,3]","S1.F_pc[2,1]","S1.F_pc[2,2]","S1.F_pc[2,3]","S1.F_pc[3,1]","S1.F_pc[3,2]","S1.F_pc[3,3]","S1.Fm_p[1]","S1.Fm_p[2]","S1.Fm_p[3]","S1.Fm_pc[1,1]","S1.Fm_pc[1,2]","S1.Fm_pc[1,3]","S1.Fm_pc[2,1]","S1.Fm_pc[2,2]","S1.Fm_pc[2,3]","S1.Fm_pc[3,1]","S1.Fm_pc[3,2]","S1.Fm_pc[3,3]","S1.H_p[1]","S1.H_p[2]","S1.H_p[3]","S1.H_pc[1,1]","S1.H_pc[1,2]","S1.H_pc[1,3]","S1.H_pc[2,1]","S1.H_pc[2,2]","S1.H_pc[2,3]","S1.H_pc[3,1]","S1.H_pc[3,2]","S1.H_pc[3,3]","S1.Hres_p[1]","S1.Hres_p[2]","S1.Hres_p[3]","S1.K_c[1]","S1.K_c[2]","S1.K_c[3]","S1.MW_p[1]","S1.MW_p[2]","S1.MW_p[3]","S1.P","S1.Pbubl","S1.Pdew","S1.Pvap_c[1]","S1.Pvap_c[2]","S1.Pvap_c[3]","S1.S_p[1]","S1.S_p[2]","S1.S_p[3]","S1.S_pc[1,1]","S1.S_pc[1,2]","S1.S_pc[1,3]","S1.S_pc[2,1]","S1.S_pc[2,2]","S1.S_pc[2,3]","S1.S_pc[3,1]","S1.S_pc[3,2]","S1.S_pc[3,3]","S1.Sres_p[1]","S1.Sres_p[2]","S1.Sres_p[3]","S1.T","S1.gma_c[1]","S1.gma_c[2]","S1.gma_c[3]","S1.gmabubl_c[1]","S1.gmabubl_c[2]","S1.gmabubl_c[3]","S1.gmadew_c[1]","S1.gmadew_c[2]","S1.gmadew_c[3]","S1.philiqbubl_c[1]","S1.philiqbubl_c[2]","S1.philiqbubl_c[3]","S1.phivapdew_c[1]","S1.phivapdew_c[2]","S1.phivapdew_c[3]","S1.x_pc[1,1]","S1.x_pc[1,2]","S1.x_pc[1,3]","S1.x_pc[2,1]","S1.x_pc[2,2]","S1.x_pc[2,3]","S1.x_pc[3,1]","S1.x_pc[3,2]","S1.x_pc[3,3]","S1.xliq","S1.xm_pc[1,1]","S1.xm_pc[1,2]","S1.xm_pc[1,3]","S1.xm_pc[2,1]","S1.xm_pc[2,2]","S1.xm_pc[2,3]","S1.xm_pc[3,1]","S1.xm_pc[3,2]","S1.xm_pc[3,3]","S1.xmliq","S1.xmvap","S2.Cp_p[1]","S2.Cp_p[2]","S2.Cp_p[3]","S2.Cp_pc[1,1]","S2.Cp_pc[1,2]","S2.Cp_pc[1,3]","S2.Cp_pc[2,1]","S2.Cp_pc[2,2]","S2.Cp_pc[2,3]","S2.Cp_pc[3,1]","S2.Cp_pc[3,2]","S2.Cp_pc[3,3]","S2.Cpres_p[1]","S2.Cpres_p[2]","S2.Cpres_p[3]","S2.F_p[2]","S2.F_p[3]","S2.F_pc[1,1]","S2.F_pc[1,2]","S2.F_pc[1,3]","S2.F_pc[2,1]","S2.F_pc[2,2]","S2.F_pc[2,3]","S2.F_pc[3,1]","S2.F_pc[3,2]","S2.F_pc[3,3]","S2.Fm_p[1]","S2.Fm_p[2]","S2.Fm_p[3]","S2.Fm_pc[1,1]","S2.Fm_pc[1,2]","S2.Fm_pc[1,3]","S2.Fm_pc[2,1]","S2.Fm_pc[2,2]","S2.Fm_pc[2,3]","S2.Fm_pc[3,1]","S2.Fm_pc[3,2]","S2.Fm_pc[3,3]","S2.H_p[1]","S2.H_p[2]","S2.H_p[3]","S2.H_pc[1,1]","S2.H_pc[1,2]","S2.H_pc[1,3]","S2.H_pc[2,1]","S2.H_pc[2,2]","S2.H_pc[2,3]","S2.H_pc[3,1]","S2.H_pc[3,2]","S2.H_pc[3,3]","S2.Hres_p[1]","S2.Hres_p[2]","S2.Hres_p[3]","S2.K_c[1]","S2.K_c[2]","S2.K_c[3]","S2.MW_p[1]","S2.MW_p[2]","S2.MW_p[3]","S2.P","S2.Pbubl","S2.Pdew","S2.Pvap_c[1]","S2.Pvap_c[2]","S2.Pvap_c[3]","S2.S_p[1]","S2.S_p[2]","S2.S_p[3]","S2.S_pc[1,1]","S2.S_pc[1,2]","S2.S_pc[1,3]","S2.S_pc[2,1]","S2.S_pc[2,2]","S2.S_pc[2,3]","S2.S_pc[3,1]","S2.S_pc[3,2]","S2.S_pc[3,3]","S2.Sres_p[1]","S2.Sres_p[2]","S2.Sres_p[3]","S2.T","S2.gma_c[1]","S2.gma_c[2]","S2.gma_c[3]","S2.gmabubl_c[1]","S2.gmabubl_c[2]","S2.gmabubl_c[3]","S2.gmadew_c[1]","S2.gmadew_c[2]","S2.gmadew_c[3]","S2.philiqbubl_c[1]","S2.philiqbubl_c[2]","S2.philiqbubl_c[3]","S2.phivapdew_c[1]","S2.phivapdew_c[2]","S2.phivapdew_c[3]","S2.x_pc[1,1]","S2.x_pc[1,2]","S2.x_pc[1,3]","S2.x_pc[2,1]","S2.x_pc[2,2]","S2.x_pc[2,3]","S2.x_pc[3,1]","S2.x_pc[3,2]","S2.x_pc[3,3]","S2.xliq","S2.xm_pc[1,1]","S2.xm_pc[1,2]","S2.xm_pc[1,3]","S2.xm_pc[2,1]","S2.xm_pc[2,2]","S2.xm_pc[2,3]","S2.xm_pc[3,1]","S2.xm_pc[3,2]","S2.xm_pc[3,3]","S2.xmliq","S2.xmvap","S2.xvap","B1.En.Q","B1.Fin","B1.Fout","B1.Hin","B1.Hout","B1.In.F","B1.In.H","B1.In.P","B1.In.S","B1.In.T","B1.In.x_pc[1,1]","B1.In.x_pc[1,2]","B1.In.x_pc[1,3]","B1.In.x_pc[2,1]","B1.In.x_pc[2,2]","B1.In.x_pc[2,3]","B1.In.x_pc[3,1]","B1.In.x_pc[3,2]","B1.In.x_pc[3,3]","B1.In.xvap","B1.Out.F","B1.Out.H","B1.Out.P","B1.Out.S","B1.Out.T","B1.Out.x_pc[1,1]","B1.Out.x_pc[1,2]","B1.Out.x_pc[1,3]","B1.Out.x_pc[2,1]","B1.Out.x_pc[2,2]","B1.Out.x_pc[2,3]","B1.Out.x_pc[3,1]","B1.Out.x_pc[3,2]","B1.Out.x_pc[3,3]","B1.Out.xvap","B1.Pin","B1.Pout","B1.Sin","B1.Sout","B1.Tin","B1.Tout","B1.x_c[1]","B1.x_c[2]","B1.x_c[3]","B1.xvapout","E1.In.Q","E1.Out.Q","E1.Q","S1.In.F","S1.In.H","S1.In.P","S1.In.S","S1.In.T","S1.In.x_pc[1,1]","S1.In.x_pc[1,2]","S1.In.x_pc[1,3]","S1.In.x_pc[2,1]","S1.In.x_pc[2,2]","S1.In.x_pc[2,3]","S1.In.x_pc[3,1]","S1.In.x_pc[3,2]","S1.In.x_pc[3,3]","S1.In.xvap","S1.Out.F","S1.Out.H","S1.Out.P","S1.Out.S","S1.Out.T","S1.Out.x_pc[1,1]","S1.Out.x_pc[1,2]","S1.Out.x_pc[1,3]","S1.Out.x_pc[2,1]","S1.Out.x_pc[2,2]","S1.Out.x_pc[2,3]","S1.Out.x_pc[3,1]","S1.Out.x_pc[3,2]","S1.Out.x_pc[3,3]","S1.Out.xvap","S1.xvap","S2.F_p[1]","S2.In.F","S2.In.H","S2.In.P","S2.In.S","S2.In.T","S2.In.x_pc[1,1]","S2.In.x_pc[1,2]","S2.In.x_pc[1,3]","S2.In.x_pc[2,1]","S2.In.x_pc[2,2]","S2.In.x_pc[2,3]","S2.In.x_pc[3,1]","S2.In.x_pc[3,2]","S2.In.x_pc[3,3]","S2.In.xvap","S2.Out.F","S2.Out.H","S2.Out.P","S2.Out.S","S2.Out.T","S2.Out.x_pc[1,1]","S2.Out.x_pc[1,2]","S2.Out.x_pc[1,3]","S2.Out.x_pc[2,1]","S2.Out.x_pc[2,2]","S2.Out.x_pc[2,3]","S2.Out.x_pc[3,1]","S2.Out.x_pc[3,2]","S2.Out.x_pc[3,3]","S2.Out.xvap"
0,200000,0.3870840256781207,0.3193770634539179,86.44107262535152,101.5066825764156,54.33482311933279,28.525553966366,28.525553966366,29.38996469261952,94.9695113145652,139.3647484477229,75.71665378372316,48.46646732186414,73.84154597453305,33.93472158205193,0,0,0,100,68.06229365460821,31.93770634539179,33,33,34,18.03148450901768,22.12432152385874,27.90648762173181,14.96851549098232,10.87567847614127,6.0935123782682,3190.173,2099.745569426091,1090.42743057391,1057.386,1520.277,612.51,577.7648266379446,1019.245368282648,502.7353745054985,479.6211733620556,501.0316317173522,109.7746254945016,-23663.76572051726,-36104.22588717483,2848.039601522587,-7809.042687770697,-7809.042687770697,-8045.68034497587,-31830.03790871975,-34918.84959675222,-39805.71644730434,2550.460767360408,3815.426922413902,1852.443023003982,0,0,0,1.769090722913664,1.047584962104254,0.4653346325847594,31.90173,30.85034982925419,34.14232126695111,101325,110212.8998087266,82230.71943102624,179253.117499227,106146.5462852136,47150.03164665074,-57.49062556969356,-92.62703086268843,17.38840015483865,-18.97190643799888,-18.97190643799888,-19.54681269369581,-78.50774376242869,-88.65877721756591,-104.8961000053415,14.14432089611687,20.68353304283169,19.47623456337331,0,0,0,353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.33,0.33,0.34,0.2649261954132932,0.3250598875808058,0.4100139170059012,0.4686784745624694,0.3405278500129516,0.1907936754245791,0.6806229365460821,0.331450990275449,0.4765500178203502,0.1919989919042008,0.2751594455302797,0.4854137487530127,0.2394268057167077,0.4398469443396369,0.4594818670818389,0.1006711885785242,0.6581917561919342,0.341808243808066,89.06877498160731,101.7301354391099,54.3537039510778,29.39269574393041,29.39269574393041,30.28338349374648,94.84994610477261,139.1298577352626,75.71312384234456,48.43818625202885,73.78126948772746,33.93225687191712,0,0,0,73.27498070279736,26.72501929720264,33,33,34,20.16639342502099,23.97593257666026,29.13265470111611,12.83360657497901,9.024067423339742,4.867345298883888,3190.173,2275.543590439291,914.6294095607093,1057.386,1520.277,612.51,646.1715781245226,1104.547237874161,524.8247744406068,411.2144218754775,415.7297621258386,87.68522555939325,-25663.76572051726,-36055.86584706642,2829.419925718498,-8469.042687770696,-8469.042687770696,-8725.68034497587,-31876.28073547909,-34978.23149307981,-39835.96922099227,2531.705643625356,3786.855705418557,1839.307910756138,0,0,0,1.7448502949573,1.031963907051748,0.4580889131739165,31.90173,31.05485076371258,34.22371371894371,101325,108630.422779425,80987.3971319096,176796.9561365484,104563.7428820184,46415.85912734709,-63.21738348646272,-92.56959711305731,17.26087036079385,-20.8617365505327,-20.8617365505327,-21.49391038539733,-79.06257887181101,-89.00228224960074,-104.8553825373478,13.88907067935457,20.67277672945677,19.8255286461136,0,0,0,352.6129159743219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.33,0.33,0.34,0.2752152676343334,0.3272048978614736,0.397579834504193,0.4802094409085171,0.3376636448035908,0.1821269142878921,0.7327498070279737,0.331450990275449,0.4765500178203502,0.1919989919042008,0.2839636124042695,0.4853992876756668,0.2306370999200635,0.4495967629916702,0.4545335605658153,0.09586967644251447,0.7132978651751146,0.2867021348248854,0.2672501929720264,200000,100,100,-23663.76572051726,-25663.76572051726,100,-23663.76572051726,101325,-57.49062556969356,353,0.33,0.33,0.34,0.2649261954132932,0.3250598875808058,0.4100139170059012,0.4686784745624694,0.3405278500129516,0.1907936754245791,0.3193770634539179,100,-25663.76572051726,101325,-63.21738348646272,352.6129159743219,0.33,0.33,0.34,0.2752152676343334,0.3272048978614736,0.397579834504193,0.4802094409085171,0.3376636448035908,0.1821269142878921,0.2672501929720264,101325,101325,-57.49062556969356,-63.21738348646272,353,352.6129159743219,0.33,0.33,0.34,0.2672501929720264,200000,200000,200000,100,-23663.76572051726,101325,-57.49062556969356,353,0.33,0.33,0.34,0.2649261954132932,0.3250598875808058,0.4100139170059012,0.4686784745624694,0.3405278500129516,0.1907936754245791,0.3193770634539179,100,-23663.76572051726,101325,-57.49062556969356,353,0.33,0.33,0.34,0.2649261954132932,0.3250598875808058,0.4100139170059012,0.4686784745624694,0.3405278500129516,0.1907936754245791,0.3193770634539179,0.3193770634539179,100,100,-25663.76572051726,101325,-63.21738348646272,352.6129159743219,0.33,0.33,0.34,0.2752152676343334,0.3272048978614736,0.397579834504193,0.4802094409085171,0.3376636448035908,0.1821269142878921,0.2672501929720264,100,-25663.76572051726,101325,-63.21738348646272,352.6129159743219,0.33,0.33,0.34,0.2752152676343334,0.3272048978614736,0.397579834504193,0.4802094409085171,0.3376636448035908,0.1821269142878921,0.2672501929720264
0.002,200000,0.3870840256782344,0.3193770634539172,86.44107262535158,101.5066825764156,54.33482311933278,28.52555396636602,28.52555396636602,29.38996469261954,94.9695113145652,139.3647484477229,75.71665378372316,48.46646732186414,73.84154597453305,33.93472158205193,0,0,0,100,68.06229365460828,31.93770634539172,33,33,34,18.03148450901771,22.12432152385875,27.90648762173182,14.96851549098229,10.87567847614124,6.093512378268183,3190.173,2099.745569426093,1090.427430573907,1057.386,1520.277,612.51,577.7648266379454,1019.245368282649,502.7353745054988,479.6211733620547,501.0316317173509,109.7746254945013,-23663.76572051729,-36104.22588717483,2848.039601522587,-7809.042687770706,-7809.042687770706,-8045.680344975879,-31830.03790871975,-34918.84959675222,-39805.71644730434,2550.460767360408,3815.426922413902,1852.443023003982,0,0,0,1.769090722913664,1.047584962104254,0.4653346325847594,31.90173,30.85034982925419,34.1423212669511,101325,110212.8998087266,82230.71943102624,179253.117499227,106146.5462852136,47150.03164665074,-57.49062556969363,-92.62703086268841,17.38840015483865,-18.9719064379989,-18.9719064379989,-19.54681269369584,-78.50774376242869,-88.65877721756591,-104.8961000053415,14.14432089611686,20.68353304283169,19.47623456337331,0,0,0,353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.33,0.33,0.34,0.2649261954132933,0.3250598875808057,0.410013917005901,0.4686784745624695,0.3405278500129515,0.190793675424579,0.6806229365460829,0.331450990275449,0.4765500178203502,0.1919989919042008,0.2751594455302798,0.4854137487530127,0.2394268057167077,0.4398469443396371,0.4594818670818389,0.1006711885785242,0.6581917561919347,0.3418082438080652,89.06877498160732,101.7301354391098,54.35370395107784,29.39269574393042,29.39269574393042,30.28338349374649,94.84994610477261,139.1298577352626,75.71312384234456,48.43818625202885,73.78126948772741,33.93225687191712,0,0,0,73.27498070279741,26.7250192972026,33,33,34,20.16639342502102,23.97593257666024,29.13265470111616,12.83360657497899,9.024067423339767,4.867345298883842,3190.173,2275.543590439292,914.629409560709,1057.386,1520.277,612.51,646.1715781245234,1104.547237874161,524.8247744406077,411.2144218754767,415.7297621258398,87.68522555939242,-25663.76572051729,-36055.86584706644,2829.419925718495,-8469.042687770707,-8469.042687770707,-8725.680344975879,-31876.2807354791,-34978.23149307983,-39835.96922099227,2531.70564362535,3786.855705418549,1839.307910756134,0,0,0,1.744850294957287,1.031963907051733,0.4580889131739165,31.90173,31.05485076371257,34.22371371894375,101325,108630.4227794241,80987.39713190922,176796.9561365471,104563.7428820169,46415.85912734709,-63.21738348646284,-92.5695971130574,17.26087036079383,-20.86173655053274,-20.86173655053274,-21.49391038539737,-79.0625788718111,-89.00228224960084,-104.8553825373478,13.88907067935456,20.67277672945671,19.82552864611366,0,0,0,352.6129159743218,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.33,0.33,0.34,0.2752152676343336,0.3272048978614731,0.3975798345041935,0.480209440908517,0.3376636448035923,0.1821269142878907,0.7327498070279741,0.331450990275449,0.4765500178203502,0.1919989919042008,0.2839636124042697,0.4853992876756663,0.2306370999200638,0.4495967629916696,0.4545335605658168,0.0958696764425136,0.713297865175115,0.2867021348248853,0.267250192972026,200000,100,100,-23663.76572051729,-25663.76572051729,100,-23663.76572051729,101325,-57.49062556969363,353,0.33,0.33,0.34,0.2649261954132933,0.3250598875808057,0.410013917005901,0.4686784745624695,0.3405278500129515,0.190793675424579,0.3193770634539172,100,-25663.76572051729,101325,-63.21738348646284,352.6129159743218,0.33,0.33,0.34,0.2752152676343336,0.3272048978614731,0.3975798345041935,0.480209440908517,0.3376636448035923,0.1821269142878907,0.267250192972026,101325,101325,-57.49062556969363,-63.21738348646284,353,352.6129159743218,0.33,0.33,0.34,0.267250192972026,200000,200000,200000,100,-23663.76572051729,101325,-57.49062556969363,353,0.33,0.33,0.34,0.2649261954132933,0.3250598875808057,0.410013917005901,0.4686784745624695,0.3405278500129515,0.190793675424579,0.3193770634539172,100,-23663.76572051729,101325,-57.49062556969363,353,0.33,0.33,0.34,0.2649261954132933,0.3250598875808057,0.410013917005901,0.4686784745624695,0.3405278500129515,0.190793675424579,0.3193770634539172,0.3193770634539172,100,100,-25663.76572051729,101325,-63.21738348646284,352.6129159743218,0.33,0.33,0.34,0.2752152676343336,0.3272048978614731,0.3975798345041935,0.480209440908517,0.3376636448035923,0.1821269142878907,0.267250192972026,100,-25663.76572051729,101325,-63.21738348646284,352.6129159743218,0.33,0.33,0.34,0.2752152676343336,0.3272048978614731,0.3975798345041935,0.480209440908517,0.3376636448035923,0.1821269142878907,0.267250192972026
0.004,200000,0.3870840256783481,0.3193770634539172,86.44107262535157,101.5066825764155,54.33482311933279,28.52555396636602,28.52555396636602,29.38996469261954,94.9695113145652,139.3647484477229,75.71665378372316,48.46646732186414,73.84154597453305,33.93472158205193,0,0,0,100,68.06229365460828,31.93770634539172,33,33,34,18.03148450901771,22.12432152385876,27.90648762173182,14.96851549098229,10.87567847614124,6.093512378268183,3190.173,2099.745569426093,1090.427430573907,1057.386,1520.277,612.51,577.7648266379454,1019.245368282649,502.7353745054988,479.6211733620547,501.031631717351,109.7746254945013,-23663.76572051729,-36104.22588717483,2848.039601522588,-7809.042687770706,-7809.042687770706,-8045.680344975879,-31830.03790871975,-34918.84959675222,-39805.71644730434,2550.460767360408,3815.426922413902,1852.443023003982,0,0,0,1.769090722913664,1.047584962104254,0.4653346325847594,31.90173,30.85034982925419,34.1423212669511,101325,110212.8998087266,82230.71943102624,179253.117499227,106146.5462852136,47150.03164665074,-57.49062556969362,-92.6270308626884,17.38840015483865,-18.9719064379989,-18.9719064379989,-19.54681269369583,-78.50774376242869,-88.65877721756591,-104.8961000053415,14.14432089611687,20.68353304283169,19.47623456337331,0,0,0,353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.33,0.33,0.34,0.2649261954132933,0.3250598875808058,0.410013917005901,0.4686784745624695,0.3405278500129516,0.190793675424579,0.6806229365460829,0.331450990275449,0.4765500178203502,0.1919989919042008,0.2751594455302797,0.4854137487530127,0.2394268057167076,0.4398469443396371,0.4594818670818389,0.1006711885785242,0.6581917561919348,0.3418082438080652,89.06877498160729,101.7301354391098,54.35370395107783,29.39269574393041,29.39269574393041,30.28338349374648,94.84994610477261,139.1298577352625,75.71312384234456,48.43818625202885,73.78126948772741,33.93225687191712,0,0,0,73.27498070279738,26.72501929720262,33,33,34,20.16639342502097,23.97593257666025,29.13265470111617,12.83360657497903,9.024067423339758,4.867345298883836,3190.173,2275.543590439291,914.6294095607097,1057.386,1520.277,612.51,646.1715781245221,1104.547237874161,524.8247744406078,411.2144218754781,415.7297621258393,87.68522555939231,-25663.76572051729,-36055.86584706645,2829.419925718488,-8469.042687770707,-8469.042687770707,-8725.680344975879,-31876.28073547911,-34978.23149307985,-39835.96922099229,2531.705643625345,3786.85570541854,1839.307910756131,0,0,0,1.7448502949573,1.031963907051741,0.4580889131739133,31.90173,31.05485076371257,34.22371371894374,101325,108630.4227794247,80987.39713190914,176796.9561365484,104563.7428820176,46415.85912734676,-63.21738348646288,-92.56959711305748,17.26087036079381,-20.86173655053275,-20.86173655053275,-21.49391038539738,-79.06257887181113,-89.00228224960092,-104.8553825373479,13.88907067935452,20.67277672945671,19.82552864611366,0,0,0,352.6129159743217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.33,0.33,0.34,0.2752152676343331,0.3272048978614734,0.3975798345041937,0.4802094409085181,0.3376636448035916,0.1821269142878903,0.7327498070279738,0.331450990275449,0.4765500178203502,0.1919989919042008,0.2839636124042693,0.4853992876756668,0.2306370999200639,0.4495967629916706,0.454533560565816,0.09586967644251339,0.7132978651751146,0.2867021348248855,0.2672501929720262,200000,100,100,-23663.76572051729,-25663.76572051729,100,-23663.76572051729,101325,-57.49062556969362,353,0.33,0.33,0.34,0.2649261954132933,0.3250598875808058,0.410013917005901,0.4686784745624695,0.3405278500129516,0.190793675424579,0.3193770634539172,100,-25663.76572051729,101325,-63.21738348646288,352.6129159743217,0.33,0.33,0.34,0.2752152676343331,0.3272048978614734,0.3975798345041937,0.4802094409085181,0.3376636448035916,0.1821269142878903,0.2672501929720262,101325,101325,-57.49062556969362,-63.21738348646288,353,352.6129159743217,0.33,0.33,0.34,0.2672501929720262,200000,200000,200000,100,-23663.76572051729,101325,-57.49062556969362,353,0.33,0.33,0.34,0.2649261954132933,0.3250598875808058,0.410013917005901,0.4686784745624695,0.3405278500129516,0.190793675424579,0.3193770634539172,100,-23663.76572051729,101325,-57.49062556969362,353,0.33,0.33,0.34,0.2649261954132933,0.3250598875808058,0.410013917005901,0.4686784745624695,0.3405278500129516,0.190793675424579,0.3193770634539172,0.3193770634539172,100,100,-25663.76572051729,101325,-63.21738348646288,352.6129159743217,0.33,0.33,0.34,0.2752152676343331,0.3272048978614734,0.3975798345041937,0.4802094409085181,0.3376636448035916,0.1821269142878903,0.2672501929720262,100,-25663.76572051729,101325,-63.21738348646288,352.6129159743217,0.33,0.33,0.34,0.2752152676343331,0.3272048978614734,0.3975798345041937,0.4802094409085181,0.3376636448035916,0.1821269142878903,0.2672501929720262
0.006,200000,0.3870840256781207,0.3193770634539181,86.44107262535154,101.5066825764156,54.33482311933279,28.52555396636601,28.52555396636601,29.38996469261953,94.9695113145652,139.3647484477229,75.71665378372316,48.46646732186414,73.84154597453305,33.93472158205193,0,0,0,100,68.06229365460818,31.93770634539181,33,33,34,18.03148450901767,22.12432152385873,27.9064876217318,14.96851549098233,10.87567847614128,6.093512378268206,3190.173,2099.74556942609,1090.42743057391,1057.386,1520.277,612.51,577.7648266379442,1019.245368282648,502.7353745054984,479.621173362056,501.0316317173525,109.7746254945017,-23663.76572051725,-36104.22588717483,2848.039601522587,-7809.042687770693,-7809.042687770693,-8045.680344975866,-31830.03790871975,-34918.84959675222,-39805.71644730434,2550.460767360408,3815.426922413902,1852.443023003982,0,0,0,1.769090722913664,1.047584962104254,0.4653346325847594,31.90173,30.85034982925419,34.14232126695111,101325,110212.8998087266,82230.71943102624,179253.117499227,106146.5462852136,47150.03164665074,-57.49062556969353,-92.62703086268844,17.38840015483865,-18.97190643799887,-18.97190643799887,-19.5468126936958,-78.50774376242867,-88.65877721756591,-104.8961000053416,14.14432089611687,20.68353304283169,19.47623456337331,0,0,0,353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.33,0.33,0.34,0.2649261954132932,0.3250598875808058,0.4100139170059013,0.4686784745624694,0.3405278500129516,0.1907936754245791,0.6806229365460819,0.331450990275449,0.4765500178203502,0.1919989919042008,0.2751594455302796,0.4854137487530126,0.2394268057167078,0.4398469443396369,0.4594818670818389,0.1006711885785242,0.6581917561919338,0.3418082438080662,89.06877498160728,101.7301354391099,54.35370395107778,29.3926957439304,29.3926957439304,30.28338349374648,94.84994610477261,139.1298577352626,75.71312384234456,48.43818625202885,73.78126948772746,33.93225687191712,0,0,0,73.27498070279734,26.72501929720266,33,33,34,20.16639342502099,23.97593257666025,29.1326547011161,12.83360657497901,9.024067423339746,4.867345298883899,3190.173,2275.54359043929,914.6294095607096,1057.386,1520.277,612.51,646.1715781245226,1104.547237874161,524.8247744406066,411.2144218754775,415.7297621258388,87.68522555939344,-25663.76572051725,-36055.86584706642,2829.419925718497,-8469.042687770692,-8469.042687770692,-8725.680344975866,-31876.28073547909,-34978.23149307981,-39835.96922099227,2531.705643625356,3786.855705418557,1839.307910756138,0,0,0,1.7448502949573,1.031963907051748,0.4580889131739165,31.90173,31.05485076371258,34.2237137189437,101325,108630.422779425,80987.3971319096,176796.9561365484,104563.7428820184,46415.85912734709,-63.21738348646269,-92.5695971130573,17.26087036079385,-20.86173655053269,-20.86173655053269,-21.49391038539731,-79.06257887181101,-89.00228224960074,-104.8553825373478,13.88907067935457,20.67277672945677,19.82552864611359,0,0,0,352.6129159743219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.33,0.33,0.34,0.2752152676343335,0.3272048978614736,0.397579834504193,0.4802094409085168,0.3376636448035907,0.1821269142878924,0.7327498070279733,0.331450990275449,0.4765500178203502,0.1919989919042008,0.2839636124042696,0.4853992876756669,0.2306370999200635,0.44959676299167,0.4545335605658153,0.09586967644251465,0.7132978651751144,0.2867021348248855,0.2672501929720266,200000,100,100,-23663.76572051725,-25663.76572051725,100,-23663.76572051725,101325,-57.49062556969353,353,0.33,0.33,0.34,0.2649261954132932,0.3250598875808058,0.4100139170059013,0.4686784745624694,0.3405278500129516,0.1907936754245791,0.3193770634539181,100,-25663.76572051725,101325,-63.21738348646269,352.6129159743219,0.33,0.33,0.34,0.2752152676343335,0.3272048978614736,0.397579834504193,0.4802094409085168,0.3376636448035907,0.1821269142878924,0.2672501929720266,101325,101325,-57.49062556969353,-63.21738348646269,353,352.6129159743219,0.33,0.33,0.34,0.2672501929720266,200000,200000,200000,100,-23663.76572051725,101325,-57.49062556969353,353,0.33,0.33,0.34,0.2649261954132932,0.3250598875808058,0.4100139170059013,0.4686784745624694,0.3405278500129516,0.1907936754245791,0.3193770634539181,100,-23663.76572051725,101325,-57.49062556969353,353,0.33,0.33,0.34,0.2649261954132932,0.3250598875808058,0.4100139170059013,0.4686784745624694,0.3405278500129516,0.1907936754245791,0.3193770634539181,0.3193770634539181,100,100,-25663.76572051725,101325,-63.21738348646269,352.6129159743219,0.33,0.33,0.34,0.2752152676343335,0.3272048978614736,0.397579834504193,0.4802094409085168,0.3376636448035907,0.1821269142878924,0.2672501929720266,100,-25663.76572051725,101325,-63.21738348646269,352.6129159743219,0.33,0.33,0.34,0.2752152676343335,0.3272048978614736,0.397579834504193,0.4802094409085168,0.3376636448035907,0.1821269142878924,0.2672501929720266
