"time","B1.Cp_p[1]","B1.Cp_p[2]","B1.Cp_p[3]","B1.Cp_pc[1,1]","B1.Cp_pc[1,2]","B1.Cp_pc[2,1]","B1.Cp_pc[2,2]","B1.Cp_pc[3,1]","B1.Cp_pc[3,2]","B1.Cpres_p[1]","B1.Cpres_p[2]","B1.Cpres_p[3]","B1.H_p[1]","B1.H_p[2]","B1.H_p[3]","B1.H_pc[1,1]","B1.H_pc[1,2]","B1.H_pc[2,1]","B1.H_pc[2,2]","B1.H_pc[3,1]","B1.H_pc[3,2]","B1.Hres_p[1]","B1.Hres_p[2]","B1.Hres_p[3]","B1.K_c[1]","B1.K_c[2]","B1.Pbubl","B1.Pdew","B1.Pvap_c[1]","B1.Pvap_c[2]","B1.S_p[1]","B1.S_p[2]","B1.S_p[3]","B1.S_pc[1,1]","B1.S_pc[1,2]","B1.S_pc[2,1]","B1.S_pc[2,2]","B1.S_pc[3,1]","B1.S_pc[3,2]","B1.Sres_p[1]","B1.Sres_p[2]","B1.Sres_p[3]","B1.gma_c[1]","B1.gma_c[2]","B1.gmabubl_c[1]","B1.gmabubl_c[2]","B1.gmadew_c[1]","B1.gmadew_c[2]","B1.philiqbubl_c[1]","B1.philiqbubl_c[2]","B1.phivapdew_c[1]","B1.phivapdew_c[2]","B1.xliq","B1.xvap","S1.Cp_p[1]","S1.Cp_p[2]","S1.Cp_p[3]","S1.Cp_pc[1,1]","S1.Cp_pc[1,2]","S1.Cp_pc[2,1]","S1.Cp_pc[2,2]","S1.Cp_pc[3,1]","S1.Cp_pc[3,2]","S1.Cpres_p[1]","S1.Cpres_p[2]","S1.Cpres_p[3]","S1.F_p[1]","S1.F_p[2]","S1.F_p[3]","S1.F_pc[1,1]","S1.F_pc[1,2]","S1.F_pc[2,1]","S1.F_pc[2,2]","S1.F_pc[3,1]","S1.F_pc[3,2]","S1.Fm_p[1]","S1.Fm_p[2]","S1.Fm_p[3]","S1.Fm_pc[1,1]","S1.Fm_pc[1,2]","S1.Fm_pc[2,1]","S1.Fm_pc[2,2]","S1.Fm_pc[3,1]","S1.Fm_pc[3,2]","S1.H_p[1]","S1.H_p[2]","S1.H_p[3]","S1.H_pc[1,1]","S1.H_pc[1,2]","S1.H_pc[2,1]","S1.H_pc[2,2]","S1.H_pc[3,1]","S1.H_pc[3,2]","S1.Hres_p[1]","S1.Hres_p[2]","S1.Hres_p[3]","S1.K_c[1]","S1.K_c[2]","S1.MW_p[1]","S1.MW_p[2]","S1.MW_p[3]","S1.P","S1.Pbubl","S1.Pdew","S1.Pvap_c[1]","S1.Pvap_c[2]","S1.S_p[1]","S1.S_p[2]","S1.S_p[3]","S1.S_pc[1,1]","S1.S_pc[1,2]","S1.S_pc[2,1]","S1.S_pc[2,2]","S1.S_pc[3,1]","S1.S_pc[3,2]","S1.Sres_p[1]","S1.Sres_p[2]","S1.Sres_p[3]","S1.T","S1.gma_c[1]","S1.gma_c[2]","S1.gmabubl_c[1]","S1.gmabubl_c[2]","S1.gmadew_c[1]","S1.gmadew_c[2]","S1.philiqbubl_c[1]","S1.philiqbubl_c[2]","S1.phivapdew_c[1]","S1.phivapdew_c[2]","S1.x_pc[1,1]","S1.x_pc[1,2]","S1.x_pc[2,1]","S1.x_pc[2,2]","S1.x_pc[3,1]","S1.x_pc[3,2]","S1.xliq","S1.xm_pc[1,1]","S1.xm_pc[1,2]","S1.xm_pc[2,1]","S1.xm_pc[2,2]","S1.xm_pc[3,1]","S1.xm_pc[3,2]","S1.xmliq","S1.xmvap","S1.xvap","S2.Cp_p[1]","S2.Cp_p[2]","S2.Cp_p[3]","S2.Cp_pc[1,1]","S2.Cp_pc[1,2]","S2.Cp_pc[2,1]","S2.Cp_pc[2,2]","S2.Cp_pc[3,1]","S2.Cp_pc[3,2]","S2.Cpres_p[1]","S2.Cpres_p[2]","S2.Cpres_p[3]","S2.F_p[1]","S2.F_p[2]","S2.F_p[3]","S2.F_pc[1,1]","S2.F_pc[1,2]","S2.F_pc[2,1]","S2.F_pc[2,2]","S2.F_pc[3,1]","S2.F_pc[3,2]","S2.Fm_p[1]","S2.Fm_p[2]","S2.Fm_p[3]","S2.Fm_pc[1,1]","S2.Fm_pc[1,2]","S2.Fm_pc[2,1]","S2.Fm_pc[2,2]","S2.Fm_pc[3,1]","S2.Fm_pc[3,2]","S2.H_p[1]","S2.H_p[2]","S2.H_p[3]","S2.H_pc[1,1]","S2.H_pc[1,2]","S2.H_pc[2,1]","S2.H_pc[2,2]","S2.H_pc[3,1]","S2.H_pc[3,2]","S2.Hres_p[1]","S2.Hres_p[2]","S2.Hres_p[3]","S2.K_c[1]","S2.K_c[2]","S2.MW_p[1]","S2.MW_p[2]","S2.MW_p[3]","S2.Pbubl","S2.Pdew","S2.Pvap_c[1]","S2.Pvap_c[2]","S2.S_p[1]","S2.S_p[2]","S2.S_p[3]","S2.S_pc[1,1]","S2.S_pc[1,2]","S2.S_pc[2,1]","S2.S_pc[2,2]","S2.S_pc[3,1]","S2.S_pc[3,2]","S2.Sres_p[1]","S2.Sres_p[2]","S2.Sres_p[3]","S2.gma_c[1]","S2.gma_c[2]","S2.gmabubl_c[1]","S2.gmabubl_c[2]","S2.gmadew_c[1]","S2.gmadew_c[2]","S2.philiqbubl_c[1]","S2.philiqbubl_c[2]","S2.phivapdew_c[1]","S2.phivapdew_c[2]","S2.x_pc[1,1]","S2.x_pc[1,2]","S2.x_pc[2,1]","S2.x_pc[2,2]","S2.x_pc[3,1]","S2.x_pc[3,2]","S2.xliq","S2.xm_pc[1,1]","S2.xm_pc[1,2]","S2.xm_pc[2,1]","S2.xm_pc[2,2]","S2.xm_pc[3,1]","S2.xm_pc[3,2]","S2.xmliq","S2.xmvap","S2.xvap","S3.Cp_p[1]","S3.Cp_p[2]","S3.Cp_p[3]","S3.Cp_pc[1,1]","S3.Cp_pc[1,2]","S3.Cp_pc[2,1]","S3.Cp_pc[2,2]","S3.Cp_pc[3,1]","S3.Cp_pc[3,2]","S3.Cpres_p[1]","S3.Cpres_p[2]","S3.Cpres_p[3]","S3.F_p[1]","S3.F_p[2]","S3.F_p[3]","S3.F_pc[1,1]","S3.F_pc[1,2]","S3.F_pc[2,1]","S3.F_pc[2,2]","S3.F_pc[3,1]","S3.F_pc[3,2]","S3.Fm_p[1]","S3.Fm_p[2]","S3.Fm_p[3]","S3.Fm_pc[1,1]","S3.Fm_pc[1,2]","S3.Fm_pc[2,1]","S3.Fm_pc[2,2]","S3.Fm_pc[3,1]","S3.Fm_pc[3,2]","S3.H_p[1]","S3.H_p[2]","S3.H_p[3]","S3.H_pc[1,1]","S3.H_pc[1,2]","S3.H_pc[2,1]","S3.H_pc[2,2]","S3.H_pc[3,1]","S3.H_pc[3,2]","S3.Hres_p[1]","S3.Hres_p[2]","S3.Hres_p[3]","S3.K_c[1]","S3.K_c[2]","S3.MW_p[1]","S3.MW_p[2]","S3.MW_p[3]","S3.Pbubl","S3.Pdew","S3.Pvap_c[1]","S3.Pvap_c[2]","S3.S_p[1]","S3.S_p[2]","S3.S_p[3]","S3.S_pc[1,1]","S3.S_pc[1,2]","S3.S_pc[2,1]","S3.S_pc[2,2]","S3.S_pc[3,1]","S3.S_pc[3,2]","S3.Sres_p[1]","S3.Sres_p[2]","S3.Sres_p[3]","S3.gma_c[1]","S3.gma_c[2]","S3.gmabubl_c[1]","S3.gmabubl_c[2]","S3.gmadew_c[1]","S3.gmadew_c[2]","S3.philiqbubl_c[1]","S3.philiqbubl_c[2]","S3.phivapdew_c[1]","S3.phivapdew_c[2]","S3.x_pc[1,1]","S3.x_pc[1,2]","S3.x_pc[2,1]","S3.x_pc[2,2]","S3.x_pc[3,1]","S3.x_pc[3,2]","S3.xliq","S3.xm_pc[1,1]","S3.xm_pc[1,2]","S3.xm_pc[2,1]","S3.xm_pc[2,2]","S3.xm_pc[3,1]","S3.xm_pc[3,2]","S3.xmliq","S3.xmvap","S3.xvap","B1.F_p[1]","B1.F_p[2]","B1.F_p[3]","B1.In.F","B1.In.H","B1.In.P","B1.In.S","B1.In.T","B1.In.x_pc[1,1]","B1.In.x_pc[1,2]","B1.In.x_pc[2,1]","B1.In.x_pc[2,2]","B1.In.x_pc[3,1]","B1.In.x_pc[3,2]","B1.In.xvap","B1.Out1.F","B1.Out1.H","B1.Out1.P","B1.Out1.S","B1.Out1.T","B1.Out1.x_pc[1,1]","B1.Out1.x_pc[1,2]","B1.Out1.x_pc[2,1]","B1.Out1.x_pc[2,2]","B1.Out1.x_pc[3,1]","B1.Out1.x_pc[3,2]","B1.Out1.xvap","B1.Out2.F","B1.Out2.H","B1.Out2.P","B1.Out2.S","B1.Out2.T","B1.Out2.x_pc[1,1]","B1.Out2.x_pc[1,2]","B1.Out2.x_pc[2,1]","B1.Out2.x_pc[2,2]","B1.Out2.x_pc[3,1]","B1.Out2.x_pc[3,2]","B1.Out2.xvap","B1.P","B1.T","B1.x_pc[1,1]","B1.x_pc[1,2]","B1.x_pc[2,1]","B1.x_pc[2,2]","B1.x_pc[3,1]","B1.x_pc[3,2]","S1.In.F","S1.In.H","S1.In.P","S1.In.S","S1.In.T","S1.In.x_pc[1,1]","S1.In.x_pc[1,2]","S1.In.x_pc[2,1]","S1.In.x_pc[2,2]","S1.In.x_pc[3,1]","S1.In.x_pc[3,2]","S1.In.xvap","S1.Out.F","S1.Out.H","S1.Out.P","S1.Out.S","S1.Out.T","S1.Out.x_pc[1,1]","S1.Out.x_pc[1,2]","S1.Out.x_pc[2,1]","S1.Out.x_pc[2,2]","S1.Out.x_pc[3,1]","S1.Out.x_pc[3,2]","S1.Out.xvap","S2.In.F","S2.In.H","S2.In.P","S2.In.S","S2.In.T","S2.In.x_pc[1,1]","S2.In.x_pc[1,2]","S2.In.x_pc[2,1]","S2.In.x_pc[2,2]","S2.In.x_pc[3,1]","S2.In.x_pc[3,2]","S2.In.xvap","S2.Out.F","S2.Out.H","S2.Out.P","S2.Out.S","S2.Out.T","S2.Out.x_pc[1,1]","S2.Out.x_pc[1,2]","S2.Out.x_pc[2,1]","S2.Out.x_pc[2,2]","S2.Out.x_pc[3,1]","S2.Out.x_pc[3,2]","S2.Out.xvap","S2.P","S2.T","S3.In.F","S3.In.H","S3.In.P","S3.In.S","S3.In.T","S3.In.x_pc[1,1]","S3.In.x_pc[1,2]","S3.In.x_pc[2,1]","S3.In.x_pc[2,2]","S3.In.x_pc[3,1]","S3.In.x_pc[3,2]","S3.In.xvap","S3.Out.F","S3.Out.H","S3.Out.P","S3.Out.S","S3.Out.T","S3.Out.x_pc[1,1]","S3.Out.x_pc[1,2]","S3.Out.x_pc[2,1]","S3.Out.x_pc[2,2]","S3.Out.x_pc[3,1]","S3.Out.x_pc[3,2]","S3.Out.xvap","S3.P","S3.T"
0,146.1957090661339,167.8855917603916,113.2373706509648,73.09785453306696,73.09785453306696,153.1397420816477,178.2097705185411,103.8552737738388,129.4895241883515,0,0,0,-12184.1763190378,-24894.87014131815,7130.052088348826,-6092.088159518898,-6092.088159518898,-23363.60035599317,-25966.9754004296,6520.46119735415,8186.016963279074,0,0,0,1.539535136156243,0.6222491539426789,109521.3965971366,89802.44714147809,155993.3976710313,63049.39552324193,-25.45328699389593,-59.88252140507227,26.86282624166117,-12.72664349694796,-12.72664349694796,-54.26039658339576,-63.81880333688171,23.35876383928222,32.93274439683289,0,0,0,1,1,1,1,1,1,1,1,1,1,0.6030999316368197,0.3969000683631803,146.1957090661339,167.8855917603916,113.2373706509648,73.09785453306694,73.09785453306694,153.1397420816477,178.2097705185411,103.8552737738388,129.4895241883515,0,0,0,100,60.30999316368191,39.69000683631809,50,50,24.83647563033173,35.47351753335018,25.16352436966826,14.52648246664983,8512.75,5208.641836428152,3304.108163571849,3905.7,4607.05,1940.076457387733,3268.565379040419,1965.623542612267,1338.484620959582,-12184.17631903778,-24894.87014131815,7130.052088348826,-6092.088159518888,-6092.088159518888,-23363.60035599317,-25966.9754004296,6520.46119735415,8186.016963279074,0,0,0,1.539535136156243,0.6222491539426789,85.1275,86.36449057939448,83.24786078264026,101325,109521.3965971366,89802.44714147809,155993.3976710313,63049.39552324193,-25.45328699389587,-59.88252140507227,26.86282624166117,-12.72664349694793,-12.72664349694793,-54.26039658339575,-63.81880333688171,23.35876383928222,32.93274439683289,0,0,0,368,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.4118136038073375,0.5881863961926626,0.6340015126085223,0.3659984873914776,0.6030999316368191,0.4588059087838831,0.5411940912161171,0.3724726172990518,0.6275273827009482,0.5949029042945627,0.4050970957054373,0.6118635971252712,0.3881364028747289,0.3969000683631809,167.8855917603916,167.8855917603916,0,69.13757057017435,98.74802119021726,153.1397420816477,178.2097705185411,103.8552737738388,129.4895241883515,0,0,0,60.30999316368197,60.30999316368197,0,24.83647563033177,35.4735175333502,24.83647563033177,35.4735175333502,0,0,5208.641836428157,5208.641836428157,0,1940.076457387736,3268.565379040421,1940.076457387736,3268.565379040421,0,0,-24894.87014131815,-24894.87014131815,0,-10252.04618921191,-14642.82395210624,-23363.60035599317,-25966.9754004296,6520.46119735415,8186.016963279074,0,0,0,1.539535136156243,0.6222491539426789,86.36449057939448,86.36449057939448,0,101325,83549.7265272697,155993.3976710313,63049.39552324193,-59.88252140507227,-59.88252140507227,0,-24.66043694489285,-35.22208446017942,-54.26039658339576,-63.81880333688171,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.4118136038073377,0.5881863961926623,0.4118136038073377,0.5881863961926623,0,0,1,0.372472617299052,0.6275273827009481,0.372472617299052,0.6275273827009481,-0,-0,1,0,0,113.2373708085247,167.8855916267145,113.2373706326327,71.79266437641679,41.44470643210787,153.1397420816477,178.2097705185411,103.8552737738388,129.4895241883515,0,0,0,39.69000683631803,1.277471071148284e-07,39.69000670857092,25.16352436966823,14.5264824666498,5.260799661626005e-08,7.513911041109168e-08,25.16352431706023,14.52648239151069,3304.108163571843,1.103281382007094e-05,3304.108152539029,1965.623542612264,1338.484620959579,4.109421047682537e-06,6.923392772388399e-06,1965.623538502843,1338.484614036186,7130.051984081621,-24894.87012232758,7130.052087157723,4520.463742885146,2609.588241196476,-23363.60035599317,-25966.9754004296,6520.46119735415,8186.016963279074,0,0,0,1.539535136156243,0.6222491539426789,83.24786078264026,86.36449050978383,83.247860772609,121976.0334728301,101325,155993.3976710313,63049.39552324193,26.86282595561401,-59.88252135123794,26.86282623481445,17.03107228879876,9.831753666815249,-54.26039659277427,-63.81880332063576,23.3587638299037,32.93274441307884,0,0,0,1,1,1,1,1,1,1,1,1,1,0.6340015126085226,0.3659984873914774,0.4118136042718537,0.5881863950433819,0.6340015133236613,0.3659984866763387,3.21862144397351e-09,0.5949029042945629,0.4050970957054371,0.3724726180194089,0.6275273819805911,0.5949029050372844,0.4050970949627157,3.339120051125724e-09,0.9999999966608798,0.9999999967813785,100,60.30999316368197,39.69000683631803,100,-12184.17631903778,101325,-25.45328699389587,368,0.5,0.5,0.4118136038073375,0.5881863961926626,0.6340015126085223,0.3659984873914776,0.3969000683631809,39.69000683631803,7130.051984081621,101325,26.86282595561401,368,0.6340015126085226,0.3659984873914774,0.4118136042718537,0.5881863950433819,0.6340015133236613,0.3659984866763387,0.9999999967813785,60.30999316368197,-24894.87014131815,101325,-59.88252140507227,368,0.4118136038073377,0.5881863961926623,0.4118136038073377,0.5881863961926623,0,0,0,101325,368,0.5,0.5,0.4118136038073377,0.5881863961926623,0.6340015126085226,0.3659984873914774,100,-12184.17631903778,101325,-25.45328699389587,368,0.5,0.5,0.4118136038073375,0.5881863961926626,0.6340015126085223,0.3659984873914776,0.3969000683631809,100,-12184.17631903778,101325,-25.45328699389587,368,0.5,0.5,0.4118136038073375,0.5881863961926626,0.6340015126085223,0.3659984873914776,0.3969000683631809,60.30999316368197,-24894.87014131815,101325,-59.88252140507227,368,0.4118136038073377,0.5881863961926623,0.4118136038073377,0.5881863961926623,0,0,0,60.30999316368197,-24894.87014131815,101325,-59.88252140507227,368,0.4118136038073377,0.5881863961926623,0.4118136038073377,0.5881863961926623,0,0,0,101325,368,39.69000683631803,7130.051984081621,101325,26.86282595561401,368,0.6340015126085226,0.3659984873914774,0.4118136042718537,0.5881863950433819,0.6340015133236613,0.3659984866763387,0.9999999967813785,39.69000683631803,7130.051984081621,101325,26.86282595561401,368,0.6340015126085226,0.3659984873914774,0.4118136042718537,0.5881863950433819,0.6340015133236613,0.3659984866763387,0.9999999967813785,101325,368
0.002,146.1957090661339,167.8855917603916,113.2373706509648,73.09785453306696,73.09785453306696,153.1397420816477,178.2097705185411,103.8552737738388,129.4895241883515,0,0,0,-12184.1763190378,-24894.87014131815,7130.052088348826,-6092.088159518898,-6092.088159518898,-23363.60035599317,-25966.9754004296,6520.46119735415,8186.016963279074,0,0,0,1.539535136156243,0.6222491539426789,109521.3965971366,89802.44714147809,155993.3976710313,63049.39552324193,-25.45328699389593,-59.88252140507227,26.86282624166117,-12.72664349694796,-12.72664349694796,-54.26039658339576,-63.81880333688171,23.35876383928222,32.93274439683289,0,0,0,1,1,1,1,1,1,1,1,1,1,0.6030999316368197,0.3969000683631803,146.1957090661339,167.8855917603916,113.2373706509648,73.09785453306694,73.09785453306694,153.1397420816477,178.2097705185411,103.8552737738388,129.4895241883515,0,0,0,100,60.30999316368191,39.69000683631809,50,50,24.83647563033173,35.47351753335018,25.16352436966826,14.52648246664983,8512.75,5208.641836428152,3304.108163571849,3905.7,4607.05,1940.076457387733,3268.565379040419,1965.623542612267,1338.484620959582,-12184.17631903778,-24894.87014131815,7130.052088348826,-6092.088159518888,-6092.088159518888,-23363.60035599317,-25966.9754004296,6520.46119735415,8186.016963279074,0,0,0,1.539535136156243,0.6222491539426789,85.1275,86.36449057939448,83.24786078264026,101325,109521.3965971366,89802.44714147809,155993.3976710313,63049.39552324193,-25.45328699389587,-59.88252140507227,26.86282624166117,-12.72664349694793,-12.72664349694793,-54.26039658339575,-63.81880333688171,23.35876383928222,32.93274439683289,0,0,0,368,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.4118136038073375,0.5881863961926626,0.6340015126085223,0.3659984873914776,0.6030999316368191,0.4588059087838831,0.5411940912161171,0.3724726172990518,0.6275273827009482,0.5949029042945627,0.4050970957054373,0.6118635971252712,0.3881364028747289,0.3969000683631809,167.8855917603916,167.8855917603916,0,69.13757057017435,98.74802119021726,153.1397420816477,178.2097705185411,103.8552737738388,129.4895241883515,0,0,0,60.30999316368197,60.30999316368197,0,24.83647563033177,35.4735175333502,24.83647563033177,35.4735175333502,0,0,5208.641836428157,5208.641836428157,0,1940.076457387736,3268.565379040421,1940.076457387736,3268.565379040421,0,0,-24894.87014131815,-24894.87014131815,0,-10252.04618921191,-14642.82395210624,-23363.60035599317,-25966.9754004296,6520.46119735415,8186.016963279074,0,0,0,1.539535136156243,0.6222491539426789,86.36449057939448,86.36449057939448,0,101325,83549.7265272697,155993.3976710313,63049.39552324193,-59.88252140507227,-59.88252140507227,0,-24.66043694489285,-35.22208446017942,-54.26039658339576,-63.81880333688171,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.4118136038073377,0.5881863961926623,0.4118136038073377,0.5881863961926623,0,0,1,0.372472617299052,0.6275273827009481,0.372472617299052,0.6275273827009481,-0,-0,1,0,0,113.2373708085247,167.8855916267145,113.2373706326327,71.79266437641679,41.44470643210787,153.1397420816477,178.2097705185411,103.8552737738388,129.4895241883515,0,0,0,39.69000683631803,1.277471071148284e-07,39.69000670857092,25.16352436966823,14.5264824666498,5.260799661626005e-08,7.513911041109168e-08,25.16352431706023,14.52648239151069,3304.108163571843,1.103281382007094e-05,3304.108152539029,1965.623542612264,1338.484620959579,4.109421047682537e-06,6.923392772388399e-06,1965.623538502843,1338.484614036186,7130.051984081621,-24894.87012232758,7130.052087157723,4520.463742885146,2609.588241196476,-23363.60035599317,-25966.9754004296,6520.46119735415,8186.016963279074,0,0,0,1.539535136156243,0.6222491539426789,83.24786078264026,86.36449050978383,83.247860772609,121976.0334728301,101325,155993.3976710313,63049.39552324193,26.86282595561401,-59.88252135123794,26.86282623481445,17.03107228879876,9.831753666815249,-54.26039659277427,-63.81880332063576,23.3587638299037,32.93274441307884,0,0,0,1,1,1,1,1,1,1,1,1,1,0.6340015126085226,0.3659984873914774,0.4118136042718537,0.5881863950433819,0.6340015133236613,0.3659984866763387,3.21862144397351e-09,0.5949029042945629,0.4050970957054371,0.3724726180194089,0.6275273819805911,0.5949029050372844,0.4050970949627157,3.339120051125724e-09,0.9999999966608798,0.9999999967813785,100,60.30999316368197,39.69000683631803,100,-12184.17631903778,101325,-25.45328699389587,368,0.5,0.5,0.4118136038073375,0.5881863961926626,0.6340015126085223,0.3659984873914776,0.3969000683631809,39.69000683631803,7130.051984081621,101325,26.86282595561401,368,0.6340015126085226,0.3659984873914774,0.4118136042718537,0.5881863950433819,0.6340015133236613,0.3659984866763387,0.9999999967813785,60.30999316368197,-24894.87014131815,101325,-59.88252140507227,368,0.4118136038073377,0.5881863961926623,0.4118136038073377,0.5881863961926623,0,0,0,101325,368,0.5,0.5,0.4118136038073377,0.5881863961926623,0.6340015126085226,0.3659984873914774,100,-12184.17631903778,101325,-25.45328699389587,368,0.5,0.5,0.4118136038073375,0.5881863961926626,0.6340015126085223,0.3659984873914776,0.3969000683631809,100,-12184.17631903778,101325,-25.45328699389587,368,0.5,0.5,0.4118136038073375,0.5881863961926626,0.6340015126085223,0.3659984873914776,0.3969000683631809,60.30999316368197,-24894.87014131815,101325,-59.88252140507227,368,0.4118136038073377,0.5881863961926623,0.4118136038073377,0.5881863961926623,0,0,0,60.30999316368197,-24894.87014131815,101325,-59.88252140507227,368,0.4118136038073377,0.5881863961926623,0.4118136038073377,0.5881863961926623,0,0,0,101325,368,39.69000683631803,7130.051984081621,101325,26.86282595561401,368,0.6340015126085226,0.3659984873914774,0.4118136042718537,0.5881863950433819,0.6340015133236613,0.3659984866763387,0.9999999967813785,39.69000683631803,7130.051984081621,101325,26.86282595561401,368,0.6340015126085226,0.3659984873914774,0.4118136042718537,0.5881863950433819,0.6340015133236613,0.3659984866763387,0.9999999967813785,101325,368
