"time","B1.C_c[1]","B1.C_c[2]","B1.C_c[3]","B1.C_c[4]","B1.Cpres_p[1]","B1.Cpres_p[2]","B1.Cpres_p[3]","B1.FO_cr[1,1]","B1.FO_cr[2,1]","B1.FO_cr[3,1]","B1.FO_cr[4,1]","B1.F_cr[1,1]","B1.F_cr[2,1]","B1.F_cr[3,1]","B1.F_cr[4,1]","B1.Fout_p[2]","B1.Fout_p[3]","B1.Fout_pc[1,1]","B1.Fout_pc[1,2]","B1.Fout_pc[1,3]","B1.Fout_pc[1,4]","B1.Fout_pc[2,1]","B1.Fout_pc[2,2]","B1.Fout_pc[2,3]","B1.Fout_pc[2,4]","B1.Fout_pc[3,1]","B1.Fout_pc[3,2]","B1.Fout_pc[3,3]","B1.Fout_pc[3,4]","B1.Fvout_p[1]","B1.Fvout_p[2]","B1.Fvout_p[3]","B1.Hf_c[1]","B1.Hf_c[2]","B1.Hf_c[3]","B1.Hf_c[4]","B1.Hr","B1.Hr_r[1]","B1.Hres_p[1]","B1.Hres_p[2]","B1.Hres_p[3]","B1.K_c[1]","B1.K_c[2]","B1.K_c[3]","B1.K_c[4]","B1.P","B1.Pbubl","B1.Pdew","B1.Pvap_c[1]","B1.Pvap_c[2]","B1.Pvap_c[3]","B1.Pvap_c[4]","B1.Q","B1.Schk_r[1]","B1.Sres_p[1]","B1.Sres_p[2]","B1.Sres_p[3]","B1.VFrac","B1.VRxn","B1.X","B1.gma_c[1]","B1.gma_c[2]","B1.gma_c[3]","B1.gma_c[4]","B1.gmabubl_c[1]","B1.gmabubl_c[2]","B1.gmabubl_c[3]","B1.gmabubl_c[4]","B1.gmadew_c[1]","B1.gmadew_c[2]","B1.gmadew_c[3]","B1.gmadew_c[4]","B1.k_r[1]","B1.philiqbubl_c[1]","B1.philiqbubl_c[2]","B1.philiqbubl_c[3]","B1.philiqbubl_c[4]","B1.phivapdew_c[1]","B1.phivapdew_c[2]","B1.phivapdew_c[3]","B1.phivapdew_c[4]","B1.r_r[1]","B1.rholiq","B1.rholiq_c[1]","B1.rholiq_c[2]","B1.rholiq_c[3]","B1.rholiq_c[4]","B1.xout_pc[2,1]","B1.xout_pc[2,2]","B1.xout_pc[2,3]","B1.xout_pc[2,4]","B1.xout_pc[3,1]","B1.xout_pc[3,2]","B1.xout_pc[3,3]","B1.xout_pc[3,4]","B1.xvap","S1.Cp_p[1]","S1.Cp_p[2]","S1.Cp_p[3]","S1.Cp_pc[1,1]","S1.Cp_pc[1,2]","S1.Cp_pc[1,3]","S1.Cp_pc[1,4]","S1.Cp_pc[2,1]","S1.Cp_pc[2,2]","S1.Cp_pc[2,3]","S1.Cp_pc[2,4]","S1.Cp_pc[3,1]","S1.Cp_pc[3,2]","S1.Cp_pc[3,3]","S1.Cp_pc[3,4]","S1.Cpres_p[1]","S1.Cpres_p[2]","S1.Cpres_p[3]","S1.F_p[1]","S1.F_p[2]","S1.F_p[3]","S1.F_pc[1,1]","S1.F_pc[1,2]","S1.F_pc[1,3]","S1.F_pc[1,4]","S1.F_pc[2,1]","S1.F_pc[2,2]","S1.F_pc[2,3]","S1.F_pc[2,4]","S1.F_pc[3,1]","S1.F_pc[3,2]","S1.F_pc[3,3]","S1.F_pc[3,4]","S1.Fm_p[1]","S1.Fm_p[2]","S1.Fm_p[3]","S1.Fm_pc[1,1]","S1.Fm_pc[1,2]","S1.Fm_pc[1,3]","S1.Fm_pc[1,4]","S1.Fm_pc[2,1]","S1.Fm_pc[2,2]","S1.Fm_pc[2,3]","S1.Fm_pc[2,4]","S1.Fm_pc[3,1]","S1.Fm_pc[3,2]","S1.Fm_pc[3,3]","S1.Fm_pc[3,4]","S1.H_p[1]","S1.H_p[2]","S1.H_p[3]","S1.H_pc[1,1]","S1.H_pc[1,2]","S1.H_pc[1,3]","S1.H_pc[1,4]","S1.H_pc[2,1]","S1.H_pc[2,2]","S1.H_pc[2,3]","S1.H_pc[2,4]","S1.H_pc[3,1]","S1.H_pc[3,2]","S1.H_pc[3,3]","S1.H_pc[3,4]","S1.Hres_p[1]","S1.Hres_p[2]","S1.Hres_p[3]","S1.K_c[1]","S1.K_c[2]","S1.K_c[3]","S1.K_c[4]","S1.MW_p[1]","S1.MW_p[2]","S1.MW_p[3]","S1.P","S1.Pbubl","S1.Pdew","S1.Pvap_c[1]","S1.Pvap_c[2]","S1.Pvap_c[3]","S1.Pvap_c[4]","S1.S_p[1]","S1.S_p[2]","S1.S_p[3]","S1.S_pc[1,1]","S1.S_pc[1,2]","S1.S_pc[1,3]","S1.S_pc[1,4]","S1.S_pc[2,1]","S1.S_pc[2,2]","S1.S_pc[2,3]","S1.S_pc[2,4]","S1.S_pc[3,1]","S1.S_pc[3,2]","S1.S_pc[3,3]","S1.S_pc[3,4]","S1.Sres_p[1]","S1.Sres_p[2]","S1.Sres_p[3]","S1.T","S1.gma_c[1]","S1.gma_c[2]","S1.gma_c[3]","S1.gma_c[4]","S1.gmabubl_c[1]","S1.gmabubl_c[2]","S1.gmabubl_c[3]","S1.gmabubl_c[4]","S1.gmadew_c[1]","S1.gmadew_c[2]","S1.gmadew_c[3]","S1.gmadew_c[4]","S1.philiqbubl_c[1]","S1.philiqbubl_c[2]","S1.philiqbubl_c[3]","S1.philiqbubl_c[4]","S1.phivapdew_c[1]","S1.phivapdew_c[2]","S1.phivapdew_c[3]","S1.phivapdew_c[4]","S1.x_pc[1,1]","S1.x_pc[1,2]","S1.x_pc[1,3]","S1.x_pc[1,4]","S1.x_pc[2,1]","S1.x_pc[2,2]","S1.x_pc[2,3]","S1.x_pc[2,4]","S1.x_pc[3,1]","S1.x_pc[3,2]","S1.x_pc[3,3]","S1.x_pc[3,4]","S1.xliq","S1.xm_pc[1,1]","S1.xm_pc[1,2]","S1.xm_pc[1,3]","S1.xm_pc[1,4]","S1.xm_pc[2,1]","S1.xm_pc[2,2]","S1.xm_pc[2,3]","S1.xm_pc[2,4]","S1.xm_pc[3,1]","S1.xm_pc[3,2]","S1.xm_pc[3,3]","S1.xm_pc[3,4]","S1.xmliq","S1.xmvap","S1.xvap","S2.Cp_p[1]","S2.Cp_p[2]","S2.Cp_p[3]","S2.Cp_pc[1,1]","S2.Cp_pc[1,2]","S2.Cp_pc[1,3]","S2.Cp_pc[1,4]","S2.Cp_pc[2,1]","S2.Cp_pc[2,2]","S2.Cp_pc[2,3]","S2.Cp_pc[2,4]","S2.Cp_pc[3,1]","S2.Cp_pc[3,2]","S2.Cp_pc[3,3]","S2.Cp_pc[3,4]","S2.Cpres_p[1]","S2.Cpres_p[2]","S2.Cpres_p[3]","S2.F_p[1]","S2.F_p[2]","S2.F_p[3]","S2.F_pc[1,1]","S2.F_pc[1,2]","S2.F_pc[1,3]","S2.F_pc[1,4]","S2.F_pc[2,1]","S2.F_pc[2,2]","S2.F_pc[2,3]","S2.F_pc[2,4]","S2.F_pc[3,1]","S2.F_pc[3,2]","S2.F_pc[3,3]","S2.F_pc[3,4]","S2.Fm_p[1]","S2.Fm_p[2]","S2.Fm_p[3]","S2.Fm_pc[1,1]","S2.Fm_pc[1,2]","S2.Fm_pc[1,3]","S2.Fm_pc[1,4]","S2.Fm_pc[2,1]","S2.Fm_pc[2,2]","S2.Fm_pc[2,3]","S2.Fm_pc[2,4]","S2.Fm_pc[3,1]","S2.Fm_pc[3,2]","S2.Fm_pc[3,3]","S2.Fm_pc[3,4]","S2.H_p[1]","S2.H_p[2]","S2.H_p[3]","S2.H_pc[1,1]","S2.H_pc[1,2]","S2.H_pc[1,3]","S2.H_pc[1,4]","S2.H_pc[2,1]","S2.H_pc[2,2]","S2.H_pc[2,3]","S2.H_pc[2,4]","S2.H_pc[3,1]","S2.H_pc[3,2]","S2.H_pc[3,3]","S2.H_pc[3,4]","S2.Hres_p[1]","S2.Hres_p[2]","S2.Hres_p[3]","S2.K_c[1]","S2.K_c[2]","S2.K_c[3]","S2.K_c[4]","S2.MW_p[1]","S2.MW_p[2]","S2.MW_p[3]","S2.Pbubl","S2.Pdew","S2.Pvap_c[1]","S2.Pvap_c[2]","S2.Pvap_c[3]","S2.Pvap_c[4]","S2.S_p[1]","S2.S_p[2]","S2.S_p[3]","S2.S_pc[1,1]","S2.S_pc[1,2]","S2.S_pc[1,3]","S2.S_pc[1,4]","S2.S_pc[2,1]","S2.S_pc[2,2]","S2.S_pc[2,3]","S2.S_pc[2,4]","S2.S_pc[3,1]","S2.S_pc[3,2]","S2.S_pc[3,3]","S2.S_pc[3,4]","S2.Sres_p[1]","S2.Sres_p[2]","S2.Sres_p[3]","S2.gma_c[1]","S2.gma_c[2]","S2.gma_c[3]","S2.gma_c[4]","S2.gmabubl_c[1]","S2.gmabubl_c[2]","S2.gmabubl_c[3]","S2.gmabubl_c[4]","S2.gmadew_c[1]","S2.gmadew_c[2]","S2.gmadew_c[3]","S2.gmadew_c[4]","S2.philiqbubl_c[1]","S2.philiqbubl_c[2]","S2.philiqbubl_c[3]","S2.philiqbubl_c[4]","S2.phivapdew_c[1]","S2.phivapdew_c[2]","S2.phivapdew_c[3]","S2.phivapdew_c[4]","S2.x_pc[1,1]","S2.x_pc[1,2]","S2.x_pc[1,3]","S2.x_pc[1,4]","S2.x_pc[2,1]","S2.x_pc[2,2]","S2.x_pc[2,3]","S2.x_pc[2,4]","S2.x_pc[3,1]","S2.x_pc[3,2]","S2.x_pc[3,3]","S2.x_pc[3,4]","S2.xliq","S2.xm_pc[1,1]","S2.xm_pc[1,2]","S2.xm_pc[1,3]","S2.xm_pc[1,4]","S2.xm_pc[2,1]","S2.xm_pc[2,2]","S2.xm_pc[2,3]","S2.xm_pc[2,4]","S2.xm_pc[3,1]","S2.xm_pc[3,2]","S2.xm_pc[3,3]","S2.xm_pc[3,4]","S2.xmliq","S2.xmvap","S2.xvap","B1.En.Q","B1.Fin","B1.Fout_p[1]","B1.Hin","B1.Hout","B1.In.F","B1.In.H","B1.In.P","B1.In.S","B1.In.T","B1.In.x_pc[1,1]","B1.In.x_pc[1,2]","B1.In.x_pc[1,3]","B1.In.x_pc[1,4]","B1.In.x_pc[2,1]","B1.In.x_pc[2,2]","B1.In.x_pc[2,3]","B1.In.x_pc[2,4]","B1.In.x_pc[3,1]","B1.In.x_pc[3,2]","B1.In.x_pc[3,3]","B1.In.x_pc[3,4]","B1.In.xvap","B1.Out.F","B1.Out.H","B1.Out.P","B1.Out.S","B1.Out.x_pc[1,1]","B1.Out.x_pc[1,2]","B1.Out.x_pc[1,3]","B1.Out.x_pc[1,4]","B1.Out.x_pc[2,1]","B1.Out.x_pc[2,2]","B1.Out.x_pc[2,3]","B1.Out.x_pc[2,4]","B1.Out.x_pc[3,1]","B1.Out.x_pc[3,2]","B1.Out.x_pc[3,3]","B1.Out.x_pc[3,4]","B1.Out.xvap","B1.Pin","B1.Pout","B1.Tin","B1.xin_pc[1,1]","B1.xin_pc[1,2]","B1.xin_pc[1,3]","B1.xin_pc[1,4]","B1.xout_pc[1,1]","B1.xout_pc[1,2]","B1.xout_pc[1,3]","B1.xout_pc[1,4]","S1.In.F","S1.In.H","S1.In.P","S1.In.S","S1.In.T","S1.In.x_pc[1,1]","S1.In.x_pc[1,2]","S1.In.x_pc[1,3]","S1.In.x_pc[1,4]","S1.In.x_pc[2,1]","S1.In.x_pc[2,2]","S1.In.x_pc[2,3]","S1.In.x_pc[2,4]","S1.In.x_pc[3,1]","S1.In.x_pc[3,2]","S1.In.x_pc[3,3]","S1.In.x_pc[3,4]","S1.In.xvap","S1.Out.F","S1.Out.H","S1.Out.P","S1.Out.S","S1.Out.T","S1.Out.x_pc[1,1]","S1.Out.x_pc[1,2]","S1.Out.x_pc[1,3]","S1.Out.x_pc[1,4]","S1.Out.x_pc[2,1]","S1.Out.x_pc[2,2]","S1.Out.x_pc[2,3]","S1.Out.x_pc[2,4]","S1.Out.x_pc[3,1]","S1.Out.x_pc[3,2]","S1.Out.x_pc[3,3]","S1.Out.x_pc[3,4]","S1.Out.xvap","S2.In.F","S2.In.H","S2.In.P","S2.In.S","S2.In.x_pc[1,1]","S2.In.x_pc[1,2]","S2.In.x_pc[1,3]","S2.In.x_pc[1,4]","S2.In.x_pc[2,1]","S2.In.x_pc[2,2]","S2.In.x_pc[2,3]","S2.In.x_pc[2,4]","S2.In.x_pc[3,1]","S2.In.x_pc[3,2]","S2.In.x_pc[3,3]","S2.In.x_pc[3,4]","S2.In.xvap","S2.Out.F","S2.Out.H","S2.Out.P","S2.Out.S","S2.Out.x_pc[1,1]","S2.Out.x_pc[1,2]","S2.Out.x_pc[1,3]","S2.Out.x_pc[1,4]","S2.Out.x_pc[2,1]","S2.Out.x_pc[2,2]","S2.Out.x_pc[2,3]","S2.Out.x_pc[2,4]","S2.Out.x_pc[3,1]","S2.Out.x_pc[3,2]","S2.Out.x_pc[3,3]","S2.Out.x_pc[3,4]","S2.Out.xvap","S2.P"
0,6.391335367052529,17.85555833355054,6.363798347357944,3.24284816533383,0,0,0,50,50,0,0,37.24275277212492,37.24275277212492,12.75724722787508,12.75724722787508,52.76126236066139,47.23873763933861,37.24275277212492,37.24275277212492,12.75724722787508,12.75724722787508,28.32437635810805,12.32736636916154,3.877295570634787,8.232224062757012,8.918376414016869,24.91538640296337,8.879951657240296,4.525023165118071,1.398166274387137,0.002780818635387741,1.39538545575175,-432800,-200940,-411900,-241814,-254813.2561295769,-19974,0,0,0,0.3516756805050782,2.257429613378868,2.557988495283994,0.6139323507593902,101325,139458.9087911257,68386.37022858705,35633.53832717706,228734.0555756138,259188.1842846507,62206.69544069522,-89345.68166634743,1,0,0,0,0.9980110959001592,9.980110959001593,0.2551449445575016,1,1,1,1,1,1,1,1,1,1,1,1,0.2,1,1,1,1,1,1,1,1,1.278267073410506,18973.28422977311,16253.08979300464,22671.18536326025,11369.46963122186,53686.60938902763,0.5368403842290665,0.2336442650840132,0.0734875436476608,0.1560278070392593,0.1887937074463647,0.5274354829967935,0.1879802911973967,0.09579051835944502,0.4723873763933861,99.18281804384202,125.6637351303714,54.7799925004247,49.59140902192101,49.59140902192101,0,0,140.3516916037243,97.17633943310342,159.026331072154,75.79026216821045,73.97820092040041,48.97929534891325,97.77773519344376,33.97993502250537,0,0,0,100,62.64176226589109,37.35823773410891,50,50,0,0,41.33146758804923,21.31029467784186,0,0,8.668532411950769,28.68970532215814,0,0,4604.75,3164.903085132529,1439.846914867471,3002.65,1602.1,0,0,2482.07862306512,682.8244620674088,0,0,520.5713769348795,919.2755379325912,0,0,-13297.91932305988,-23143.85472695103,3211.605276189307,-6648.959661529938,-6648.959661529938,-0,-0,-19102.23897311469,-30982.59713095579,-22757.80840172542,-39255.86319547735,4270.973433107837,2891.519478816397,5684.587608321134,2090.143629252444,0,0,0,0.3516756805050782,2.257429613378868,2.557988495283994,0.6139323507593903,46.0475,50.5238513517338,38.54161765111468,101325,132183.7969513954,61661.1409572483,35633.53832717706,228734.0555756138,259188.1842846507,62206.69544069522,-30.97047551890627,-57.9545327416967,14.27600825663678,-15.48523775945314,-15.48523775945314,-0,-0,-48.48040253000577,-76.32967544568852,0,0,25.1341824764378,10.99523440057846,0,0,0,0,0,360,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0,0,0.6598069098473388,0.3401930901526612,0,0,0.2320380440225157,0.7679619559774843,0,0,0.6264176226589109,0.6520766599706823,0.3479233400293176,0,0,0.7842510675050209,0.215748932494979,0,0,0.3615463363220076,0.6384536636779925,0,0,0.6873126847565078,0.3126873152434922,0.3735823773410892,93.1594204951224,121.5629933049736,61.43527984508268,34.6951326589427,34.6951326589427,11.88457758861849,11.88457758861849,140.3516916037243,97.17633943310342,159.026331072154,75.79026216821045,73.97820092040041,48.97929534891325,97.77773519344376,33.97993502250537,0,0,0,100,52.76126236066137,47.23873763933863,37.24275277212492,37.24275277212492,12.75724722787508,12.75724722787508,28.32437635810804,12.32736636916153,3.877295570634784,8.232224062757007,8.918376414016873,24.91538640296339,8.879951657240298,4.525023165118073,4604.737242752772,2531.486941701758,2073.250301051014,2236.539032224417,1193.332284324427,945.0441173937581,229.8218088101696,1700.963773433462,394.9934732006739,287.2261785770542,148.3035164905675,535.5752587909552,798.3388111237529,657.817938816704,81.51829231960208,-11643.24357842758,-25291.18113308896,3600.229257386623,-4336.264420570094,-4336.264420570094,-1485.357368643696,-1485.357368643696,-19102.23897311469,-30982.59713095579,-22757.80840172542,-39255.86319547735,4270.973433107837,2891.519478816397,5684.587608321134,2090.143629252444,0,0,0,0.3516756805050782,2.257429613378868,2.557988495283994,0.6139323507593902,46.04737242752771,47.98002982561741,43.88877443931715,139458.9087911257,68386.37022858705,35633.53832717706,228734.0555756138,259188.1842846507,62206.69544069522,-21.62794420468797,-59.66590187168693,20.85690540020424,-8.054841789845058,-8.054841789845058,-2.759130312498926,-2.759130312498926,-46.76557440468469,-73.20581839188289,-40.00928544170338,-93.03437295428002,26.84901060175888,14.1190914543841,31.18825053759511,25.87202732757312,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3724275277212492,0.3724275277212492,0.1275724722787508,0.1275724722787508,0.5368403842290667,0.2336442650840132,0.07348754364766077,0.1560278070392593,0.1887937074463647,0.5274354829967937,0.1879802911973966,0.09579051835944501,0.5276126236066137,0.4857039423355643,0.2591531766991849,0.2052330171240777,0.04990986384117309,0.6719227918631935,0.1560321985841036,0.1134614498086134,0.05858355974408956,0.2583263866014878,0.3850662945612707,0.3172882398633824,0.03931907897385915,0.5497570888949141,0.4502429111050858,0.4723873763933863,-89345.68166634743,100,100,-13297.91932305988,-11643.24357842758,100,-13297.91932305988,101325,-30.97047551890627,360,0.5,0.5,0,0,0.6598069098473388,0.3401930901526612,0,0,0.2320380440225157,0.7679619559774843,0,0,0.3735823773410892,100,-11643.24357842758,101325,-21.62794420468797,0.3724275277212492,0.3724275277212492,0.1275724722787508,0.1275724722787508,0.5368403842290667,0.2336442650840132,0.07348754364766077,0.1560278070392593,0.1887937074463647,0.5274354829967937,0.1879802911973966,0.09579051835944501,0.4723873763933863,101325,101325,360,0.5,0.5,0,0,0.3724275277212492,0.3724275277212492,0.1275724722787508,0.1275724722787508,100,-13297.91932305988,101325,-30.97047551890627,360,0.5,0.5,0,0,0.6598069098473388,0.3401930901526612,0,0,0.2320380440225157,0.7679619559774843,0,0,0.3735823773410892,100,-13297.91932305988,101325,-30.97047551890627,360,0.5,0.5,0,0,0.6598069098473388,0.3401930901526612,0,0,0.2320380440225157,0.7679619559774843,0,0,0.3735823773410892,100,-11643.24357842758,101325,-21.62794420468797,0.3724275277212492,0.3724275277212492,0.1275724722787508,0.1275724722787508,0.5368403842290667,0.2336442650840132,0.07348754364766077,0.1560278070392593,0.1887937074463647,0.5274354829967937,0.1879802911973966,0.09579051835944501,0.4723873763933863,100,-11643.24357842758,101325,-21.62794420468797,0.3724275277212492,0.3724275277212492,0.1275724722787508,0.1275724722787508,0.5368403842290667,0.2336442650840132,0.07348754364766077,0.1560278070392593,0.1887937074463647,0.5274354829967937,0.1879802911973966,0.09579051835944501,0.4723873763933863,101325
0.002,6.391335367052529,17.85555833355054,6.363798347357943,3.24284816533383,0,0,0,50,50,0,0,37.24275277212492,37.24275277212492,12.75724722787508,12.75724722787508,52.76126236066136,47.23873763933864,37.24275277212492,37.24275277212492,12.75724722787509,12.75724722787509,28.32437635810804,12.32736636916153,3.877295570634784,8.232224062757007,8.918376414016876,24.91538640296339,8.879951657240298,4.525023165118074,1.398166274387138,0.002780818635387739,1.39538545575175,-432800,-200940,-411900,-241814,-254813.256129577,-19974,0,0,0,0.3516756805050782,2.257429613378868,2.557988495283994,0.6139323507593902,101325,139458.9087911257,68386.37022858705,35633.53832717706,228734.0555756138,259188.1842846507,62206.69544069522,-89345.6816663479,1,0,0,0,0.9980110959001592,9.980110959001593,0.2551449445575017,1,1,1,1,1,1,1,1,1,1,1,1,0.2,1,1,1,1,1,1,1,1,1.278267073410506,18973.2842297731,16253.08979300464,22671.18536326025,11369.46963122186,53686.60938902763,0.5368403842290667,0.2336442650840132,0.07348754364766077,0.1560278070392593,0.1887937074463647,0.5274354829967935,0.1879802911973966,0.09579051835944502,0.4723873763933864,99.18281804384202,125.6637351303714,54.7799925004247,49.59140902192101,49.59140902192101,0,0,140.3516916037243,97.17633943310342,159.026331072154,75.79026216821045,73.97820092040041,48.97929534891325,97.77773519344376,33.97993502250537,0,0,0,100,62.64176226589109,37.35823773410891,50,50,0,0,41.33146758804923,21.31029467784186,0,0,8.668532411950769,28.68970532215814,0,0,4604.75,3164.903085132529,1439.846914867471,3002.65,1602.1,0,0,2482.07862306512,682.8244620674088,0,0,520.5713769348795,919.2755379325912,0,0,-13297.91932305988,-23143.85472695103,3211.605276189307,-6648.959661529938,-6648.959661529938,-0,-0,-19102.23897311469,-30982.59713095579,-22757.80840172542,-39255.86319547735,4270.973433107837,2891.519478816397,5684.587608321134,2090.143629252444,0,0,0,0.3516756805050782,2.257429613378868,2.557988495283994,0.6139323507593903,46.0475,50.5238513517338,38.54161765111468,101325,132183.7969513954,61661.1409572483,35633.53832717706,228734.0555756138,259188.1842846507,62206.69544069522,-30.97047551890627,-57.9545327416967,14.27600825663678,-15.48523775945314,-15.48523775945314,-0,-0,-48.48040253000577,-76.32967544568852,0,0,25.1341824764378,10.99523440057846,0,0,0,0,0,360,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0,0,0.6598069098473388,0.3401930901526612,0,0,0.2320380440225157,0.7679619559774843,0,0,0.6264176226589109,0.6520766599706823,0.3479233400293176,0,0,0.7842510675050209,0.215748932494979,0,0,0.3615463363220076,0.6384536636779925,0,0,0.6873126847565078,0.3126873152434922,0.3735823773410892,93.15942049512242,121.5629933049736,61.43527984508268,34.69513265894271,34.69513265894271,11.8845775886185,11.8845775886185,140.3516916037243,97.17633943310342,159.026331072154,75.79026216821045,73.97820092040041,48.97929534891325,97.77773519344376,33.97993502250537,0,0,0,100,52.76126236066138,47.23873763933862,37.24275277212492,37.24275277212492,12.75724722787508,12.75724722787508,28.32437635810805,12.32736636916153,3.877295570634786,8.232224062757011,8.918376414016873,24.91538640296338,8.879951657240298,4.525023165118074,4604.737242752772,2531.486941701758,2073.250301051014,2236.539032224417,1193.332284324427,945.0441173937583,229.8218088101696,1700.963773433462,394.9934732006738,287.2261785770543,148.3035164905675,535.5752587909552,798.3388111237526,657.817938816704,81.51829231960211,-11643.24357842758,-25291.18113308896,3600.229257386623,-4336.264420570095,-4336.264420570095,-1485.357368643697,-1485.357368643697,-19102.23897311469,-30982.59713095579,-22757.80840172542,-39255.86319547735,4270.973433107837,2891.519478816397,5684.587608321134,2090.143629252444,0,0,0,0.3516756805050782,2.257429613378868,2.557988495283994,0.6139323507593902,46.04737242752772,47.98002982561741,43.88877443931715,139458.9087911257,68386.37022858705,35633.53832717706,228734.0555756138,259188.1842846507,62206.69544069522,-21.62794420468798,-59.66590187168693,20.85690540020424,-8.054841789845062,-8.054841789845062,-2.759130312498927,-2.759130312498927,-46.76557440468469,-73.20581839188287,-40.00928544170338,-93.03437295428002,26.84901060175888,14.1190914543841,31.18825053759511,25.87202732757311,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3724275277212492,0.3724275277212492,0.1275724722787508,0.1275724722787508,0.5368403842290667,0.2336442650840131,0.0734875436476608,0.1560278070392594,0.1887937074463647,0.5274354829967935,0.1879802911973967,0.09579051835944503,0.5276126236066138,0.4857039423355643,0.2591531766991849,0.2052330171240778,0.0499098638411731,0.6719227918631934,0.1560321985841036,0.1134614498086134,0.05858355974408958,0.2583263866014878,0.3850662945612706,0.3172882398633824,0.03931907897385917,0.5497570888949143,0.4502429111050858,0.4723873763933862,-89345.6816663479,100,100,-13297.91932305988,-11643.24357842758,100,-13297.91932305988,101325,-30.97047551890627,360,0.5,0.5,0,0,0.6598069098473388,0.3401930901526612,0,0,0.2320380440225157,0.7679619559774843,0,0,0.3735823773410892,100,-11643.24357842758,101325,-21.62794420468798,0.3724275277212492,0.3724275277212492,0.1275724722787508,0.1275724722787508,0.5368403842290667,0.2336442650840131,0.0734875436476608,0.1560278070392594,0.1887937074463647,0.5274354829967935,0.1879802911973967,0.09579051835944503,0.4723873763933862,101325,101325,360,0.5,0.5,0,0,0.3724275277212492,0.3724275277212492,0.1275724722787508,0.1275724722787508,100,-13297.91932305988,101325,-30.97047551890627,360,0.5,0.5,0,0,0.6598069098473388,0.3401930901526612,0,0,0.2320380440225157,0.7679619559774843,0,0,0.3735823773410892,100,-13297.91932305988,101325,-30.97047551890627,360,0.5,0.5,0,0,0.6598069098473388,0.3401930901526612,0,0,0.2320380440225157,0.7679619559774843,0,0,0.3735823773410892,100,-11643.24357842758,101325,-21.62794420468798,0.3724275277212492,0.3724275277212492,0.1275724722787508,0.1275724722787508,0.5368403842290667,0.2336442650840131,0.0734875436476608,0.1560278070392594,0.1887937074463647,0.5274354829967935,0.1879802911973967,0.09579051835944503,0.4723873763933862,100,-11643.24357842758,101325,-21.62794420468798,0.3724275277212492,0.3724275277212492,0.1275724722787508,0.1275724722787508,0.5368403842290667,0.2336442650840131,0.0734875436476608,0.1560278070392594,0.1887937074463647,0.5274354829967935,0.1879802911973967,0.09579051835944503,0.4723873763933862,101325
