"time","B1.Fmout_c[1]","B1.Fmout_c[2]","B1.MW","B1.SpecVal_s[1]","B1.SpecVal_s[2]","B1.SplRat_s[1]","B1.SplRat_s[2]","B1.xin_c[1]","B1.xin_c[2]","S1.Cp_p[1]","S1.Cp_p[2]","S1.Cp_p[3]","S1.Cp_pc[1,1]","S1.Cp_pc[1,2]","S1.Cp_pc[2,1]","S1.Cp_pc[2,2]","S1.Cp_pc[3,1]","S1.Cp_pc[3,2]","S1.Cpres_p[1]","S1.Cpres_p[2]","S1.Cpres_p[3]","S1.F_p[1]","S1.F_p[2]","S1.F_p[3]","S1.F_pc[1,1]","S1.F_pc[1,2]","S1.F_pc[2,1]","S1.F_pc[2,2]","S1.F_pc[3,1]","S1.F_pc[3,2]","S1.Fm_p[1]","S1.Fm_p[2]","S1.Fm_p[3]","S1.Fm_pc[1,1]","S1.Fm_pc[1,2]","S1.Fm_pc[2,1]","S1.Fm_pc[2,2]","S1.Fm_pc[3,1]","S1.Fm_pc[3,2]","S1.H_p[1]","S1.H_p[2]","S1.H_p[3]","S1.H_pc[1,1]","S1.H_pc[1,2]","S1.H_pc[2,1]","S1.H_pc[2,2]","S1.H_pc[3,1]","S1.H_pc[3,2]","S1.Hres_p[1]","S1.Hres_p[2]","S1.Hres_p[3]","S1.K_c[1]","S1.K_c[2]","S1.MW_p[1]","S1.MW_p[2]","S1.MW_p[3]","S1.P","S1.Pbubl","S1.Pdew","S1.Pvap_c[1]","S1.Pvap_c[2]","S1.S_p[1]","S1.S_p[2]","S1.S_p[3]","S1.S_pc[1,1]","S1.S_pc[1,2]","S1.S_pc[2,1]","S1.S_pc[2,2]","S1.S_pc[3,1]","S1.S_pc[3,2]","S1.Sres_p[1]","S1.Sres_p[2]","S1.Sres_p[3]","S1.T","S1.gma_c[1]","S1.gma_c[2]","S1.gmabubl_c[1]","S1.gmabubl_c[2]","S1.gmadew_c[1]","S1.gmadew_c[2]","S1.philiqbubl_c[1]","S1.philiqbubl_c[2]","S1.phivapdew_c[1]","S1.phivapdew_c[2]","S1.x_pc[1,1]","S1.x_pc[1,2]","S1.x_pc[2,1]","S1.x_pc[2,2]","S1.x_pc[3,1]","S1.x_pc[3,2]","S1.xliq","S1.xm_pc[1,1]","S1.xm_pc[1,2]","S1.xm_pc[2,1]","S1.xm_pc[2,2]","S1.xm_pc[3,1]","S1.xm_pc[3,2]","S1.xmliq","S1.xmvap","S1.xvap","S2.Cp_p[1]","S2.Cp_p[2]","S2.Cp_p[3]","S2.Cp_pc[1,1]","S2.Cp_pc[1,2]","S2.Cp_pc[2,1]","S2.Cp_pc[2,2]","S2.Cp_pc[3,1]","S2.Cp_pc[3,2]","S2.Cpres_p[1]","S2.Cpres_p[2]","S2.Cpres_p[3]","S2.F_p[2]","S2.F_p[3]","S2.F_pc[1,1]","S2.F_pc[1,2]","S2.F_pc[2,1]","S2.F_pc[2,2]","S2.F_pc[3,1]","S2.F_pc[3,2]","S2.Fm_p[1]","S2.Fm_p[2]","S2.Fm_p[3]","S2.Fm_pc[1,1]","S2.Fm_pc[1,2]","S2.Fm_pc[2,1]","S2.Fm_pc[2,2]","S2.Fm_pc[3,1]","S2.Fm_pc[3,2]","S2.H_p[1]","S2.H_p[2]","S2.H_p[3]","S2.H_pc[1,1]","S2.H_pc[1,2]","S2.H_pc[2,1]","S2.H_pc[2,2]","S2.H_pc[3,1]","S2.H_pc[3,2]","S2.Hres_p[1]","S2.Hres_p[2]","S2.Hres_p[3]","S2.K_c[1]","S2.K_c[2]","S2.MW_p[1]","S2.MW_p[2]","S2.MW_p[3]","S2.Pbubl","S2.Pdew","S2.Pvap_c[1]","S2.Pvap_c[2]","S2.S_p[1]","S2.S_p[2]","S2.S_p[3]","S2.S_pc[1,1]","S2.S_pc[1,2]","S2.S_pc[2,1]","S2.S_pc[2,2]","S2.S_pc[3,1]","S2.S_pc[3,2]","S2.Sres_p[1]","S2.Sres_p[2]","S2.Sres_p[3]","S2.gma_c[1]","S2.gma_c[2]","S2.gmabubl_c[1]","S2.gmabubl_c[2]","S2.gmadew_c[1]","S2.gmadew_c[2]","S2.philiqbubl_c[1]","S2.philiqbubl_c[2]","S2.phivapdew_c[1]","S2.phivapdew_c[2]","S2.x_pc[1,1]","S2.x_pc[1,2]","S2.x_pc[2,1]","S2.x_pc[2,2]","S2.x_pc[3,1]","S2.x_pc[3,2]","S2.xliq","S2.xm_pc[1,1]","S2.xm_pc[1,2]","S2.xm_pc[2,1]","S2.xm_pc[2,2]","S2.xm_pc[3,1]","S2.xm_pc[3,2]","S2.xmliq","S2.xmvap","S2.xvap","S3.Cp_p[1]","S3.Cp_p[2]","S3.Cp_p[3]","S3.Cp_pc[1,1]","S3.Cp_pc[1,2]","S3.Cp_pc[2,1]","S3.Cp_pc[2,2]","S3.Cp_pc[3,1]","S3.Cp_pc[3,2]","S3.Cpres_p[1]","S3.Cpres_p[2]","S3.Cpres_p[3]","S3.F_p[2]","S3.F_p[3]","S3.F_pc[1,1]","S3.F_pc[1,2]","S3.F_pc[2,1]","S3.F_pc[2,2]","S3.F_pc[3,1]","S3.F_pc[3,2]","S3.Fm_p[1]","S3.Fm_p[2]","S3.Fm_p[3]","S3.Fm_pc[1,1]","S3.Fm_pc[1,2]","S3.Fm_pc[2,1]","S3.Fm_pc[2,2]","S3.Fm_pc[3,1]","S3.Fm_pc[3,2]","S3.H_p[1]","S3.H_p[2]","S3.H_p[3]","S3.H_pc[1,1]","S3.H_pc[1,2]","S3.H_pc[2,1]","S3.H_pc[2,2]","S3.H_pc[3,1]","S3.H_pc[3,2]","S3.Hres_p[1]","S3.Hres_p[2]","S3.Hres_p[3]","S3.K_c[1]","S3.K_c[2]","S3.MW_p[1]","S3.MW_p[2]","S3.MW_p[3]","S3.Pbubl","S3.Pdew","S3.Pvap_c[1]","S3.Pvap_c[2]","S3.S_p[1]","S3.S_p[2]","S3.S_p[3]","S3.S_pc[1,1]","S3.S_pc[1,2]","S3.S_pc[2,1]","S3.S_pc[2,2]","S3.S_pc[3,1]","S3.S_pc[3,2]","S3.Sres_p[1]","S3.Sres_p[2]","S3.Sres_p[3]","S3.gma_c[1]","S3.gma_c[2]","S3.gmabubl_c[1]","S3.gmabubl_c[2]","S3.gmadew_c[1]","S3.gmadew_c[2]","S3.philiqbubl_c[1]","S3.philiqbubl_c[2]","S3.phivapdew_c[1]","S3.phivapdew_c[2]","S3.x_pc[1,1]","S3.x_pc[1,2]","S3.x_pc[2,1]","S3.x_pc[2,2]","S3.x_pc[3,1]","S3.x_pc[3,2]","S3.xliq","S3.xm_pc[1,1]","S3.xm_pc[1,2]","S3.xm_pc[2,1]","S3.xm_pc[2,2]","S3.xm_pc[3,1]","S3.xm_pc[3,2]","S3.xmliq","S3.xmvap","S3.xvap","B1.Fin","B1.Fout_c[1]","B1.Fout_c[2]","B1.In.F","B1.In.H","B1.In.P","B1.In.S","B1.In.T","B1.In.x_pc[1,1]","B1.In.x_pc[1,2]","B1.In.x_pc[2,1]","B1.In.x_pc[2,2]","B1.In.x_pc[3,1]","B1.In.x_pc[3,2]","B1.In.xvap","B1.Out[1].F","B1.Out[2].F","B1.Out[1].H","B1.Out[2].H","B1.Out[1].P","B1.Out[2].P","B1.Out[1].S","B1.Out[2].S","B1.Out[1].T","B1.Out[2].T","B1.Out[1].x_pc[1,1]","B1.Out[1].x_pc[1,2]","B1.Out[1].x_pc[2,1]","B1.Out[1].x_pc[2,2]","B1.Out[1].x_pc[3,1]","B1.Out[1].x_pc[3,2]","B1.Out[2].x_pc[1,1]","B1.Out[2].x_pc[1,2]","B1.Out[2].x_pc[2,1]","B1.Out[2].x_pc[2,2]","B1.Out[2].x_pc[3,1]","B1.Out[2].x_pc[3,2]","B1.Out[1].xvap","B1.Out[2].xvap","B1.Pin","B1.Pout_s[1]","B1.Pout_s[2]","B1.Tin","B1.Tout_s[1]","B1.Tout_s[2]","B1.xout_sc[1,1]","B1.xout_sc[1,2]","B1.xout_sc[2,1]","B1.xout_sc[2,2]","S1.In.F","S1.In.H","S1.In.P","S1.In.S","S1.In.T","S1.In.x_pc[1,1]","S1.In.x_pc[1,2]","S1.In.x_pc[2,1]","S1.In.x_pc[2,2]","S1.In.x_pc[3,1]","S1.In.x_pc[3,2]","S1.In.xvap","S1.Out.F","S1.Out.H","S1.Out.P","S1.Out.S","S1.Out.T","S1.Out.x_pc[1,1]","S1.Out.x_pc[1,2]","S1.Out.x_pc[2,1]","S1.Out.x_pc[2,2]","S1.Out.x_pc[3,1]","S1.Out.x_pc[3,2]","S1.Out.xvap","S2.F_p[1]","S2.In.F","S2.In.H","S2.In.P","S2.In.S","S2.In.T","S2.In.x_pc[1,1]","S2.In.x_pc[1,2]","S2.In.x_pc[2,1]","S2.In.x_pc[2,2]","S2.In.x_pc[3,1]","S2.In.x_pc[3,2]","S2.In.xvap","S2.Out.F","S2.Out.H","S2.Out.P","S2.Out.S","S2.Out.T","S2.Out.x_pc[1,1]","S2.Out.x_pc[1,2]","S2.Out.x_pc[2,1]","S2.Out.x_pc[2,2]","S2.Out.x_pc[3,1]","S2.Out.x_pc[3,2]","S2.Out.xvap","S2.P","S2.T","S3.F_p[1]","S3.In.F","S3.In.H","S3.In.P","S3.In.S","S3.In.T","S3.In.x_pc[1,1]","S3.In.x_pc[1,2]","S3.In.x_pc[2,1]","S3.In.x_pc[2,2]","S3.In.x_pc[3,1]","S3.In.x_pc[3,2]","S3.In.xvap","S3.Out.F","S3.Out.H","S3.Out.P","S3.Out.S","S3.Out.T","S3.Out.x_pc[1,1]","S3.Out.x_pc[1,2]","S3.Out.x_pc[2,1]","S3.Out.x_pc[2,2]","S3.Out.x_pc[3,1]","S3.Out.x_pc[3,2]","S3.Out.xvap","S3.P","S3.T"
0,1702.55,6810.2,85.1275,20,80,0.2,0.8,0.5,0.5,147.1475095613451,147.1475095613451,0,73.57375478067254,73.57375478067254,136.9588848801467,157.3361342425434,83.17246431516816,105.3119109922569,0,0,0,100,100,0,50,50,50,50,0,0,8512.75,8512.75,0,3905.7,4607.05,3905.7,4607.05,0,0,-35675.26175312842,-35675.26175312842,0,-17837.63087656421,-17837.63087656421,-33555.70282422072,-37794.82068203612,153.3331812047185,194.2025690335426,0,0,0,0.1346239765403873,0.04067641576813465,85.1275,85.1275,0,101325,8881.156125330494,6330.365888182562,13640.77442295474,4121.537827706243,-113.1526015370536,-113.1526015370536,0,-56.57630076852678,-56.57630076852678,-106.0876158466391,-120.217587227468,0,0,0,0,0,300,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0,0,1,0.4588059087838831,0.5411940912161171,0.4588059087838831,0.5411940912161171,-0,-0,1,0,0,147.1475095613451,147.1475095613451,0,73.57375478067254,73.57375478067254,136.9588848801467,157.3361342425434,83.17246431516816,105.3119109922569,0,0,0,20,0,10,10,10,10,0,0,1702.55,1702.55,0,781.1400000000001,921.4100000000001,781.1400000000001,921.4100000000001,0,0,-35675.26175312842,-35675.26175312842,0,-17837.63087656421,-17837.63087656421,-33555.70282422072,-37794.82068203612,153.3331812047185,194.2025690335426,0,0,0,0.1346239765403873,0.04067641576813465,85.1275,85.1275,0,8881.156125330494,6330.365888182562,13640.77442295474,4121.537827706243,-113.1526015370536,-113.1526015370536,0,-56.57630076852678,-56.57630076852678,-106.0876158466391,-120.217587227468,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0,0,1,0.4588059087838831,0.5411940912161171,0.4588059087838831,0.5411940912161171,-0,-0,1,0,0,147.1475095613451,147.1475095613451,0,73.57375478067254,73.57375478067254,136.9588848801467,157.3361342425434,83.17246431516816,105.3119109922569,0,0,0,80,0,40,40,40,40,0,0,6810.2,6810.2,0,3124.56,3685.64,3124.56,3685.64,0,0,-35675.26175312842,-35675.26175312842,0,-17837.63087656421,-17837.63087656421,-33555.70282422072,-37794.82068203612,153.3331812047185,194.2025690335426,0,0,0,0.1346239765403873,0.04067641576813465,85.1275,85.1275,0,8881.156125330494,6330.365888182562,13640.77442295474,4121.537827706243,-113.1526015370536,-113.1526015370536,0,-56.57630076852678,-56.57630076852678,-106.0876158466391,-120.217587227468,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0,0,1,0.4588059087838831,0.5411940912161171,0.4588059087838831,0.5411940912161171,-0,-0,1,0,0,100,20,80,100,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,20,80,-35675.26175312842,-35675.26175312842,101325,101325,-113.1526015370536,-113.1526015370536,300,300,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0,0,101325,101325,101325,300,300,300,0.5,0.5,0.5,0.5,100,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,100,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,20,20,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,20,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,101325,300,80,80,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,80,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,101325,300
0.002,1702.55,6810.2,85.1275,20,80,0.2,0.8,0.5,0.5,147.1475095613451,147.1475095613451,0,73.57375478067254,73.57375478067254,136.9588848801467,157.3361342425434,83.17246431516816,105.3119109922569,0,0,0,100,100,0,50,50,50,50,0,0,8512.75,8512.75,0,3905.7,4607.05,3905.7,4607.05,0,0,-35675.26175312842,-35675.26175312842,0,-17837.63087656421,-17837.63087656421,-33555.70282422072,-37794.82068203612,153.3331812047185,194.2025690335426,0,0,0,0.1346239765403873,0.04067641576813465,85.1275,85.1275,0,101325,8881.156125330494,6330.365888182562,13640.77442295474,4121.537827706243,-113.1526015370536,-113.1526015370536,0,-56.57630076852678,-56.57630076852678,-106.0876158466391,-120.217587227468,0,0,0,0,0,300,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0,0,1,0.4588059087838831,0.5411940912161171,0.4588059087838831,0.5411940912161171,-0,-0,1,0,0,147.1475095613451,147.1475095613451,0,73.57375478067254,73.57375478067254,136.9588848801467,157.3361342425434,83.17246431516816,105.3119109922569,0,0,0,20,0,10,10,10,10,0,0,1702.55,1702.55,0,781.1400000000001,921.4100000000001,781.1400000000001,921.4100000000001,0,0,-35675.26175312842,-35675.26175312842,0,-17837.63087656421,-17837.63087656421,-33555.70282422072,-37794.82068203612,153.3331812047185,194.2025690335426,0,0,0,0.1346239765403873,0.04067641576813465,85.1275,85.1275,0,8881.156125330494,6330.365888182562,13640.77442295474,4121.537827706243,-113.1526015370536,-113.1526015370536,0,-56.57630076852678,-56.57630076852678,-106.0876158466391,-120.217587227468,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0,0,1,0.4588059087838831,0.5411940912161171,0.4588059087838831,0.5411940912161171,-0,-0,1,0,0,147.1475095613451,147.1475095613451,0,73.57375478067254,73.57375478067254,136.9588848801467,157.3361342425434,83.17246431516816,105.3119109922569,0,0,0,80,0,40,40,40,40,0,0,6810.2,6810.2,0,3124.56,3685.64,3124.56,3685.64,0,0,-35675.26175312842,-35675.26175312842,0,-17837.63087656421,-17837.63087656421,-33555.70282422072,-37794.82068203612,153.3331812047185,194.2025690335426,0,0,0,0.1346239765403873,0.04067641576813465,85.1275,85.1275,0,8881.156125330494,6330.365888182562,13640.77442295474,4121.537827706243,-113.1526015370536,-113.1526015370536,0,-56.57630076852678,-56.57630076852678,-106.0876158466391,-120.217587227468,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0,0,1,0.4588059087838831,0.5411940912161171,0.4588059087838831,0.5411940912161171,-0,-0,1,0,0,100,20,80,100,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,20,80,-35675.26175312842,-35675.26175312842,101325,101325,-113.1526015370536,-113.1526015370536,300,300,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0,0,101325,101325,101325,300,300,300,0.5,0.5,0.5,0.5,100,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,100,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,20,20,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,20,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,101325,300,80,80,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,80,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,101325,300
0.004,1702.55,6810.2,85.1275,20,80,0.2,0.8,0.5,0.5,147.1475095613451,147.1475095613451,0,73.57375478067254,73.57375478067254,136.9588848801467,157.3361342425434,83.17246431516816,105.3119109922569,0,0,0,100,100,0,50,50,50,50,0,0,8512.75,8512.75,0,3905.7,4607.05,3905.7,4607.05,0,0,-35675.26175312842,-35675.26175312842,0,-17837.63087656421,-17837.63087656421,-33555.70282422072,-37794.82068203612,153.3331812047185,194.2025690335426,0,0,0,0.1346239765403873,0.04067641576813465,85.1275,85.1275,0,101325,8881.156125330494,6330.365888182562,13640.77442295474,4121.537827706243,-113.1526015370536,-113.1526015370536,0,-56.57630076852678,-56.57630076852678,-106.0876158466391,-120.217587227468,0,0,0,0,0,300,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0,0,1,0.4588059087838831,0.5411940912161171,0.4588059087838831,0.5411940912161171,-0,-0,1,0,0,147.1475095613451,147.1475095613451,0,73.57375478067254,73.57375478067254,136.9588848801467,157.3361342425434,83.17246431516816,105.3119109922569,0,0,0,20,0,10,10,10,10,0,0,1702.55,1702.55,0,781.1400000000001,921.4100000000001,781.1400000000001,921.4100000000001,0,0,-35675.26175312842,-35675.26175312842,0,-17837.63087656421,-17837.63087656421,-33555.70282422072,-37794.82068203612,153.3331812047185,194.2025690335426,0,0,0,0.1346239765403873,0.04067641576813465,85.1275,85.1275,0,8881.156125330494,6330.365888182562,13640.77442295474,4121.537827706243,-113.1526015370536,-113.1526015370536,0,-56.57630076852678,-56.57630076852678,-106.0876158466391,-120.217587227468,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0,0,1,0.4588059087838831,0.5411940912161171,0.4588059087838831,0.5411940912161171,-0,-0,1,0,0,147.1475095613451,147.1475095613451,0,73.57375478067254,73.57375478067254,136.9588848801467,157.3361342425434,83.17246431516816,105.3119109922569,0,0,0,80,0,40,40,40,40,0,0,6810.2,6810.2,0,3124.56,3685.64,3124.56,3685.64,0,0,-35675.26175312842,-35675.26175312842,0,-17837.63087656421,-17837.63087656421,-33555.70282422072,-37794.82068203612,153.3331812047185,194.2025690335426,0,0,0,0.1346239765403873,0.04067641576813465,85.1275,85.1275,0,8881.156125330494,6330.365888182562,13640.77442295474,4121.537827706243,-113.1526015370536,-113.1526015370536,0,-56.57630076852678,-56.57630076852678,-106.0876158466391,-120.217587227468,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0,0,1,0.4588059087838831,0.5411940912161171,0.4588059087838831,0.5411940912161171,-0,-0,1,0,0,100,20,80,100,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,20,80,-35675.26175312842,-35675.26175312842,101325,101325,-113.1526015370536,-113.1526015370536,300,300,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0,0,101325,101325,101325,300,300,300,0.5,0.5,0.5,0.5,100,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,100,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,20,20,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,20,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,101325,300,80,80,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,80,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,101325,300
0.006,1702.55,6810.2,85.1275,20,80,0.2,0.8,0.5,0.5,147.1475095613451,147.1475095613451,0,73.57375478067254,73.57375478067254,136.9588848801467,157.3361342425434,83.17246431516816,105.3119109922569,0,0,0,100,100,0,50,50,50,50,0,0,8512.75,8512.75,0,3905.7,4607.05,3905.7,4607.05,0,0,-35675.26175312842,-35675.26175312842,0,-17837.63087656421,-17837.63087656421,-33555.70282422072,-37794.82068203612,153.3331812047185,194.2025690335426,0,0,0,0.1346239765403873,0.04067641576813465,85.1275,85.1275,0,101325,8881.156125330494,6330.365888182562,13640.77442295474,4121.537827706243,-113.1526015370536,-113.1526015370536,0,-56.57630076852678,-56.57630076852678,-106.0876158466391,-120.217587227468,0,0,0,0,0,300,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0,0,1,0.4588059087838831,0.5411940912161171,0.4588059087838831,0.5411940912161171,-0,-0,1,0,0,147.1475095613451,147.1475095613451,0,73.57375478067254,73.57375478067254,136.9588848801467,157.3361342425434,83.17246431516816,105.3119109922569,0,0,0,20,0,10,10,10,10,0,0,1702.55,1702.55,0,781.1400000000001,921.4100000000001,781.1400000000001,921.4100000000001,0,0,-35675.26175312842,-35675.26175312842,0,-17837.63087656421,-17837.63087656421,-33555.70282422072,-37794.82068203612,153.3331812047185,194.2025690335426,0,0,0,0.1346239765403873,0.04067641576813465,85.1275,85.1275,0,8881.156125330494,6330.365888182562,13640.77442295474,4121.537827706243,-113.1526015370536,-113.1526015370536,0,-56.57630076852678,-56.57630076852678,-106.0876158466391,-120.217587227468,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0,0,1,0.4588059087838831,0.5411940912161171,0.4588059087838831,0.5411940912161171,-0,-0,1,0,0,147.1475095613451,147.1475095613451,0,73.57375478067254,73.57375478067254,136.9588848801467,157.3361342425434,83.17246431516816,105.3119109922569,0,0,0,80,0,40,40,40,40,0,0,6810.2,6810.2,0,3124.56,3685.64,3124.56,3685.64,0,0,-35675.26175312842,-35675.26175312842,0,-17837.63087656421,-17837.63087656421,-33555.70282422072,-37794.82068203612,153.3331812047185,194.2025690335426,0,0,0,0.1346239765403873,0.04067641576813465,85.1275,85.1275,0,8881.156125330494,6330.365888182562,13640.77442295474,4121.537827706243,-113.1526015370536,-113.1526015370536,0,-56.57630076852678,-56.57630076852678,-106.0876158466391,-120.217587227468,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0,0,1,0.4588059087838831,0.5411940912161171,0.4588059087838831,0.5411940912161171,-0,-0,1,0,0,100,20,80,100,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,20,80,-35675.26175312842,-35675.26175312842,101325,101325,-113.1526015370536,-113.1526015370536,300,300,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0,0,101325,101325,101325,300,300,300,0.5,0.5,0.5,0.5,100,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,100,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,20,20,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,20,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,101325,300,80,80,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,80,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,101325,300
0.008,1702.55,6810.2,85.1275,20,80,0.2,0.8,0.5,0.5,147.1475095613451,147.1475095613451,0,73.57375478067254,73.57375478067254,136.9588848801467,157.3361342425434,83.17246431516816,105.3119109922569,0,0,0,100,100,0,50,50,50,50,0,0,8512.75,8512.75,0,3905.7,4607.05,3905.7,4607.05,0,0,-35675.26175312842,-35675.26175312842,0,-17837.63087656421,-17837.63087656421,-33555.70282422072,-37794.82068203612,153.3331812047185,194.2025690335426,0,0,0,0.1346239765403873,0.04067641576813465,85.1275,85.1275,0,101325,8881.156125330494,6330.365888182562,13640.77442295474,4121.537827706243,-113.1526015370536,-113.1526015370536,0,-56.57630076852678,-56.57630076852678,-106.0876158466391,-120.217587227468,0,0,0,0,0,300,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0,0,1,0.4588059087838831,0.5411940912161171,0.4588059087838831,0.5411940912161171,-0,-0,1,0,0,147.1475095613451,147.1475095613451,0,73.57375478067254,73.57375478067254,136.9588848801467,157.3361342425434,83.17246431516816,105.3119109922569,0,0,0,20,0,10,10,10,10,0,0,1702.55,1702.55,0,781.1400000000001,921.4100000000001,781.1400000000001,921.4100000000001,0,0,-35675.26175312842,-35675.26175312842,0,-17837.63087656421,-17837.63087656421,-33555.70282422072,-37794.82068203612,153.3331812047185,194.2025690335426,0,0,0,0.1346239765403873,0.04067641576813465,85.1275,85.1275,0,8881.156125330494,6330.365888182562,13640.77442295474,4121.537827706243,-113.1526015370536,-113.1526015370536,0,-56.57630076852678,-56.57630076852678,-106.0876158466391,-120.217587227468,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0,0,1,0.4588059087838831,0.5411940912161171,0.4588059087838831,0.5411940912161171,-0,-0,1,0,0,147.1475095613451,147.1475095613451,0,73.57375478067254,73.57375478067254,136.9588848801467,157.3361342425434,83.17246431516816,105.3119109922569,0,0,0,80,0,40,40,40,40,0,0,6810.2,6810.2,0,3124.56,3685.64,3124.56,3685.64,0,0,-35675.26175312842,-35675.26175312842,0,-17837.63087656421,-17837.63087656421,-33555.70282422072,-37794.82068203612,153.3331812047185,194.2025690335426,0,0,0,0.1346239765403873,0.04067641576813465,85.1275,85.1275,0,8881.156125330494,6330.365888182562,13640.77442295474,4121.537827706243,-113.1526015370536,-113.1526015370536,0,-56.57630076852678,-56.57630076852678,-106.0876158466391,-120.217587227468,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0,0,1,0.4588059087838831,0.5411940912161171,0.4588059087838831,0.5411940912161171,-0,-0,1,0,0,100,20,80,100,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,20,80,-35675.26175312842,-35675.26175312842,101325,101325,-113.1526015370536,-113.1526015370536,300,300,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0,0,101325,101325,101325,300,300,300,0.5,0.5,0.5,0.5,100,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,100,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,20,20,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,20,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,101325,300,80,80,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,80,-35675.26175312842,101325,-113.1526015370536,300,0.5,0.5,0.5,0.5,0,0,0,101325,300
